"","edad_gama","quintil","Sexo","Fecha","ingresos","trend","base","perc_change2010"
"1292","25-29","ii","mujer",May 2012,399.75101366855,404.959280022822,382.906361963995,5.75935013085526
"1294","25-29","ii","mujer",Jun 2012,399.863852098166,406.544982008617,382.906361963995,6.17347278414872
"1296","25-29","ii","mujer",Jul 2012,417.371391765821,408.587740806868,382.906361963995,6.70696060288688
"1298","25-29","ii","mujer",Aug 2012,417.43192765399,410.537348365615,382.906361963995,7.21612100146243
"1300","25-29","ii","mujer",Sep 2012,437.549357437348,412.186925577736,382.906361963995,7.64692533797442
"1302","25-29","ii","mujer",Oct 2012,419.225662460475,413.83165573734,382.906361963995,8.07646381604188
"1304","25-29","ii","mujer",Nov 2012,414.236926407773,415.340245343427,382.906361963995,8.47044776510683
"1306","25-29","ii","mujer",Dec 2012,438.935392313225,416.796439378273,382.906361963995,8.85074806290745
"1308","25-29","ii","mujer",Jan 2013,407.464185449168,417.929478739552,382.906361963995,9.14665313888142
"1310","25-29","ii","mujer",Feb 2013,402.197442027242,419.460955187839,382.906361963995,9.54661422608616
"1312","25-29","ii","mujer",Mar 2013,406.146709944132,421.768179152185,382.906361963995,10.1491698881315
"1314","25-29","ii","mujer",Apr 2013,415.203569264567,424.16984690255,382.906361963995,10.7763905323764
"1316","25-29","ii","mujer",May 2013,417.162040929874,426.718289186038,382.906361963995,11.4419428805839
"1318","25-29","ii","mujer",Jun 2013,417.401481673161,429.086462749686,382.906361963995,12.060416167761
"1320","25-29","ii","mujer",Jul 2013,427.026706861515,431.527843992561,382.906361963995,12.6980084058091
"1322","25-29","ii","mujer",Aug 2013,444.53204731719,434.443723829138,382.906361963995,13.4595209128409
"1324","25-29","ii","mujer",Sep 2013,465.822612918446,437.15135059528,382.906361963995,14.1666459530869
"1326","25-29","ii","mujer",Oct 2013,448.592432988143,439.484187701829,382.906361963995,14.7758907550231
"1328","25-29","ii","mujer",Nov 2013,446.032770683802,441.919567109439,382.906361963995,15.4119155510383
"1330","25-29","ii","mujer",Dec 2013,463.97571356477,444.395756988933,382.906361963995,16.0585984284897
"1332","25-29","ii","mujer",Jan 2014,441.01701402662,446.983683641245,382.906361963995,16.7344625324545
"1334","25-29","ii","mujer",Feb 2014,438.625729527626,449.225377209909,382.906361963995,17.3199042464982
"1336","25-29","ii","mujer",Mar 2014,434.701464831162,450.728096775101,382.906361963995,17.7123551730078
"1338","25-29","ii","mujer",Apr 2014,442.636904934705,451.862577524845,382.906361963995,18.0086366826501
"1340","25-29","ii","mujer",May 2014,448.177811042393,452.823573119991,382.906361963995,18.259610730252
"1342","25-29","ii","mujer",Jun 2014,445.814268668475,454.308613144987,382.906361963995,18.6474444599866
"1344","25-29","ii","mujer",Jul 2014,460.7241595217,455.471315513412,382.906361963995,18.9510963404257
"1346","25-29","ii","mujer",Aug 2014,464.635240304956,455.974034809861,382.906361963995,19.0823867410007
"1348","25-29","ii","mujer",Sep 2014,481.784689495274,456.837084143784,382.906361963995,19.3077810983825
"1350","25-29","ii","mujer",Oct 2014,459.857894405163,457.877252599266,382.906361963995,19.5794319662729
"1352","25-29","ii","mujer",Nov 2014,457.831203550288,458.909073793116,382.906361963995,19.8489028595108
"1354","25-29","ii","mujer",Dec 2014,487.818241298194,460.027958703907,382.906361963995,20.1411113527445
"1356","25-29","ii","mujer",Jan 2015,445.079343135388,461.205316981356,382.906361963995,20.448590777064
"1358","25-29","ii","mujer",Feb 2015,446.628663533648,462.139386452565,382.906361963995,20.6925327858667
"1360","25-29","ii","mujer",Mar 2015,447.411714839283,462.87593784591,382.906361963995,20.884890883436
"1362","25-29","ii","mujer",Apr 2015,454.890697858168,463.755118748651,382.906361963995,21.1144981686822
"1364","25-29","ii","mujer",May 2015,460.687726771313,464.694469417546,382.906361963995,21.3598194174797
"1366","25-29","ii","mujer",Jun 2015,460.157590798539,465.682061860847,382.906361963995,21.6177395100672
"1368","25-29","ii","mujer",Jul 2015,474.637436050428,467.14571923438,382.906361963995,21.9999889368007
"1370","25-29","ii","mujer",Aug 2015,473.139631085223,468.805954810671,382.906361963995,22.4335768165568
"1372","25-29","ii","mujer",Sep 2015,490.95753215531,470.524597485244,382.906361963995,22.8824183207193
"1374","25-29","ii","mujer",Oct 2015,471.785393410894,472.054583573504,382.906361963995,23.2819901848201
"1376","25-29","ii","mujer",Nov 2015,468.448120598044,473.157344734837,382.906361963995,23.5699877922967
"1378","25-29","ii","mujer",Dec 2015,500.903542889656,474.202309152238,382.906361963995,23.8428911757876
"1380","25-29","ii","mujer",Jan 2016,467.12181850873,475.111681182511,382.906361963995,24.0803831896597
"1382","25-29","ii","mujer",Feb 2016,464.43184199129,476.230847998733,382.906361963995,24.3726653054443
"1384","25-29","ii","mujer",Mar 2016,470.855960571393,477.456574191015,382.906361963995,24.692776516445
"1386","25-29","ii","mujer",Apr 2016,468.166118244298,478.595838675054,382.906361963995,24.9903073483161
"1388","25-29","ii","mujer",May 2016,473.878574257157,479.739642953226,382.906361963995,25.2890237948922
"1390","25-29","ii","mujer",Jun 2016,472.045889330335,480.709139385015,382.906361963995,25.5422179248659
"1392","25-29","ii","mujer",Jul 2016,484.574066245176,481.702748434076,382.906361963995,25.8017093169559
"1394","25-29","ii","mujer",Aug 2016,490.063004479806,482.842744818611,382.906361963995,26.0994312922941
"1396","25-29","ii","mujer",Sep 2016,503.451587375494,483.897003079715,382.906361963995,26.3747618602418
"1398","25-29","ii","mujer",Oct 2016,486.633685807637,485.060224305394,382.906361963995,26.678549245678
"1400","25-29","ii","mujer",Nov 2016,481.051130877447,486.409917647317,382.906361963995,27.0310357739771
"1402","25-29","ii","mujer",Dec 2016,511.568446973173,487.815825799545,382.906361963995,27.3982033877551
"1404","25-29","ii","mujer",Jan 2017,480.303531602691,489.038643194019,382.906361963995,27.7175549357948
"1406","25-29","ii","mujer",Feb 2017,478.610042126172,489.893490729302,382.906361963995,27.9408073077058
"1408","25-29","ii","mujer",Mar 2017,481.979958702988,490.945209593995,382.906361963995,28.2154746857296
"1410","25-29","ii","mujer",Apr 2017,484.959429529013,492.090468668678,382.906361963995,28.5145710676254
"1412","25-29","ii","mujer",May 2017,489.477903178592,493.024642445802,382.906361963995,28.7585403170087
"1414","25-29","ii","mujer",Jun 2017,490.188356062359,493.883959141067,382.906361963995,28.9829598567775
"1416","25-29","ii","mujer",Jul 2017,495.77921698054,494.188663578431,382.906361963995,29.0625366065083
"1418","25-29","ii","mujer",Aug 2017,499.374194591232,494.127457626183,382.906361963995,29.0465520321246
"1420","25-29","ii","mujer",Sep 2017,519.381650016691,494.311458334359,382.906361963995,29.0946057409302
"1422","25-29","ii","mujer",Oct 2017,498.189840958838,494.590859836469,382.906361963995,29.1675743645584
"1424","25-29","ii","mujer",Nov 2017,491.915146377236,494.857588213555,382.906361963995,29.2372332690797
"1426","25-29","ii","mujer",Dec 2017,521.32803215974,495.132798409857,382.906361963995,29.3091072893729
"1428","25-29","ii","mujer",Jan 2018,477.856852912849,495.356032318674,382.906361963995,29.3674071587382
"1430","25-29","ii","mujer",Feb 2018,479.58777796206,495.44918640945,382.906361963995,29.3917353235403
"1432","25-29","ii","mujer",Mar 2018,485.418239863332,496.008507211709,382.906361963995,29.5378077991685
"1434","25-29","ii","mujer",Apr 2018,488.226784419301,497.119788296509,382.906361963995,29.828030473741
"1436","25-29","ii","mujer",May 2018,492.612029338382,498.422603387823,382.906361963995,30.1682742567464
"1438","25-29","ii","mujer",Jun 2018,493.659274613814,499.68349908031,382.906361963995,30.4975703504491
"1440","25-29","ii","mujer",Jul 2018,497.665912240683,500.839620749072,382.906361963995,30.7995036123652
"1442","25-29","ii","mujer",Aug 2018,499.723197509722,501.693133387795,382.906361963995,31.0224073620821
"1444","25-29","ii","mujer",Sep 2018,532.456346352409,502.774578655065,382.906361963995,31.3048381009509
"1446","25-29","ii","mujer",Oct 2018,511.785890658324,504.731431110287,382.906361963995,31.8158905799916
"1448","25-29","ii","mujer",Nov 2018,509.586658869295,506.694341839477,382.906361963995,32.328525240623
"1450","25-29","ii","mujer",Dec 2018,533.918016287363,508.344037134476,382.906361963995,32.7593604157132
"1452","25-29","ii","mujer",Jan 2019,493.013788835519,510.092959529674,382.906361963995,33.2161097855142
"1454","25-29","ii","mujer",Feb 2019,484.91514536872,511.814625545355,382.906361963995,33.6657408668181
"1456","25-29","ii","mujer",Mar 2019,506.045558871168,512.868667979255,382.906361963995,33.9410150692351
"1458","25-29","ii","mujer",Apr 2019,514.563924336779,513.510835407618,382.906361963995,34.108723807494
"1460","25-29","ii","mujer",May 2019,513.384746921472,513.776159088695,382.906361963995,34.1780158609652
"1462","25-29","ii","mujer",Jun 2019,512.479244110702,513.723437098358,382.906361963995,34.1642469619408
"1464","25-29","ii","mujer",Jul 2019,520.820080228563,513.953267875614,382.906361963995,34.2242696724742
"1466","25-29","ii","mujer",Aug 2019,517.889013898165,514.476154307956,382.906361963995,34.3608269314502
"1468","25-29","ii","mujer",Sep 2019,539.587548377578,514.267120479259,382.906361963995,34.3062355614805
"1470","25-29","ii","mujer",Oct 2019,520.066706913864,512.81459827184,382.906361963995,33.9268941998044
"1472","25-29","ii","mujer",Nov 2019,507.673610959598,512.736608434345,382.906361963995,33.9065263383003
"1474","25-29","ii","mujer",Dec 2019,534.565736428972,514.760804089294,382.906361963995,34.4351661980733
"1476","25-29","ii","mujer",Jan 2020,497.882007348048,516.666454845531,382.906361963995,34.9328468180722
"1478","25-29","ii","mujer",Feb 2020,492.596201232411,518.088503857547,382.906361963995,35.3042297861489
"1480","25-29","ii","mujer",Mar 2020,493.347691118742,519.194883880436,382.906361963995,35.5931724971588
"1482","25-29","ii","mujer",Apr 2020,492.401259111157,519.746028204482,382.906361963995,35.7371096000107
"1484","25-29","ii","mujer",May 2020,533.675656047209,520.503759707635,382.906361963995,35.93499910471
"1486","25-29","ii","mujer",Jun 2020,540.769030703731,521.510708539526,382.906361963995,36.1979743205635
"1488","25-29","ii","mujer",Jul 2020,538.265911785232,521.475602362856,382.906361963995,36.1888059754647
"1490","25-29","ii","mujer",Aug 2020,534.572358629887,521.295570006851,382.906361963995,36.1417886433206
"1492","25-29","ii","mujer",Sep 2020,549.457324195178,522.116855122627,382.906361963995,36.3562758384572
"1494","25-29","ii","mujer",Oct 2020,523.424394873379,523.606245706445,382.906361963995,36.7452457621165
"1496","25-29","ii","mujer",Nov 2020,522.501479075745,523.645470182374,382.906361963995,36.7554896441266
"1498","25-29","ii","mujer",Dec 2020,543.904640278228,522.143268277993,382.906361963995,36.3631739101504
"1500","25-29","ii","mujer",Jan 2021,487.700555258711,521.529306195341,382.906361963995,36.2028312928319
"1502","25-29","ii","mujer",Feb 2021,498.456876777605,521.29385879539,382.906361963995,36.1413417425557
"1504","25-29","ii","mujer",Mar 2021,507.197858352179,520.676770259568,382.906361963995,35.9801826193025
"1506","25-29","ii","mujer",Apr 2021,514.296465889356,520.263458726873,382.906361963995,35.8722419910571
"1508","25-29","ii","mujer",May 2021,512.721836691294,520.045493460411,382.906361963995,35.8153180827302
"1510","25-29","ii","mujer",Jun 2021,525.670004354513,519.74559956235,382.906361963995,35.736997655636
"1512","25-29","ii","mujer",Jul 2021,538.629848150798,519.63248076678,382.906361963995,35.7074554994311
"1514","25-29","ii","mujer",Aug 2021,528.557684665511,519.826124838374,382.906361963995,35.7580276734218
"1516","25-29","ii","mujer",Sep 2021,540.661873299824,519.722542535732,382.906361963995,35.7309760720563
"1518","25-29","ii","mujer",Oct 2021,522.300368984048,519.1113515825,382.906361963995,35.5713571641601
"1520","25-29","ii","mujer",Nov 2021,518.394338569976,519.338212981275,382.906361963995,35.6306043904561
"1522","25-29","ii","mujer",Dec 2021,540.814327230531,519.998185614784,382.906361963995,35.8029631442057
"1524","25-29","ii","mujer",Jan 2022,488.076017212731,519.547473602656,382.906361963995,35.6852549897066
"1526","25-29","ii","mujer",Feb 2022,502.728872541842,519.433126031936,382.906361963995,35.6553919260234
"1528","25-29","ii","mujer",Mar 2022,500.439887324539,520.319745069431,382.906361963995,35.8869417579321
"1530","25-29","ii","mujer",Apr 2022,506.385854039433,521.484456415821,382.906361963995,36.1911183039723
"1532","25-29","ii","mujer",May 2022,526.077122111802,522.468009644409,382.906361963995,36.4479835134045
"1534","25-29","ii","mujer",Jun 2022,528.15406213822,523.146139200624,382.906361963995,36.6250841373628
"1536","25-29","ii","mujer",Jul 2022,525.328702076028,525.144019138027,382.906361963995,37.1468513723484
"1538","25-29","ii","mujer",Aug 2022,539.114489042994,527.638389602824,382.906361963995,37.7982822997435
"1540","25-29","ii","mujer",Sep 2022,551.383925822235,529.548454377253,382.906361963995,38.2971156867448
"1542","25-29","ii","mujer",Oct 2022,539.531388775005,531.852067463846,382.906361963995,38.8987283303105
"1544","25-29","ii","mujer",Nov 2022,524.76859626513,534.179069913441,382.906361963995,39.5064493505777
"1546","25-29","ii","mujer",Dec 2022,550.715178884516,536.850189852199,382.906361963995,40.204040251146
"1548","25-29","ii","mujer",Jan 2023,526.124284056431,540.122287438893,382.906361963995,41.0585827481448
"1550","25-29","ii","mujer",Feb 2023,524.545496853275,543.01820040189,382.906361963995,41.8148806973725
"1552","25-29","ii","mujer",Mar 2023,524.464817599389,546.107937567222,382.906361963995,42.6217978636177
"1554","25-29","ii","mujer",Apr 2023,537.647637842813,549.785612824396,382.906361963995,43.582261209881
"1556","25-29","ii","mujer",May 2023,550.663397098714,553.578638509306,382.906361963995,44.5728495264225
"1558","25-29","ii","mujer",Jun 2023,567.674665681499,557.600880339738,382.906361963995,45.623300035994
"1560","25-29","ii","mujer",Jul 2023,564.33844061341,560.806905698027,382.906361963995,46.46058707971
"1562","25-29","ii","mujer",Aug 2023,569.606661617523,562.941642147527,382.906361963995,47.0180958237671
"1564","25-29","ii","mujer",Sep 2023,595.045445215687,565.75712103851,382.906361963995,47.75338757409
"1578","25-29","ii","hombre",Apr 2003,277.866085527552,265.85066219345,NA,NA
"1580","25-29","ii","hombre",May 2003,278.110429204101,274.574699267058,NA,NA
"1582","25-29","ii","hombre",Jun 2003,279.991424890086,280.549550900192,NA,NA
"1584","25-29","ii","hombre",Jul 2003,288.140426445392,284.525253116479,NA,NA
"1586","25-29","ii","hombre",Aug 2003,288.230033530243,287.038131347819,NA,NA
"1588","25-29","ii","hombre",Sep 2003,290.914271371583,289.033625567514,NA,NA
"1590","25-29","ii","hombre",Oct 2003,287.297280768009,291.12901845222,NA,NA
"1592","25-29","ii","hombre",Nov 2003,290.369045951846,293.492561331866,NA,NA
"1594","25-29","ii","hombre",Dec 2003,315.548744984482,295.95633239834,NA,NA
"1596","25-29","ii","hombre",Jan 2004,292.969808563691,298.248681197551,NA,NA
"1598","25-29","ii","hombre",Feb 2004,296.007820147102,300.210545027907,NA,NA
"1600","25-29","ii","hombre",Mar 2004,294.309388767326,302.458835284769,NA,NA
"1602","25-29","ii","hombre",Apr 2004,305.453008078005,305.041955135946,NA,NA
"1604","25-29","ii","hombre",May 2004,307.248535765163,307.360318645089,NA,NA
"1606","25-29","ii","hombre",Jun 2004,309.983823924393,309.265891201141,NA,NA
"1608","25-29","ii","hombre",Jul 2004,313.164398592149,311.330304113801,NA,NA
"1610","25-29","ii","hombre",Aug 2004,310.290793312014,313.639450449748,NA,NA
"1612","25-29","ii","hombre",Sep 2004,322.81247775452,315.885515680163,NA,NA
"1614","25-29","ii","hombre",Oct 2004,317.3939508133,317.856979497419,NA,NA
"1616","25-29","ii","hombre",Nov 2004,315.91310012601,319.490897923163,NA,NA
"1618","25-29","ii","hombre",Dec 2004,335.738432155558,320.931781556932,NA,NA
"1620","25-29","ii","hombre",Jan 2005,322.326031296452,322.668787216947,NA,NA
"1622","25-29","ii","hombre",Feb 2005,322.071109477062,325.007838869713,NA,NA
"1624","25-29","ii","hombre",Mar 2005,322.151664967327,327.177243046941,NA,NA
"1626","25-29","ii","hombre",Apr 2005,324.92586349215,328.879017922676,NA,NA
"1628","25-29","ii","hombre",May 2005,326.98972256888,330.672017493742,NA,NA
"1630","25-29","ii","hombre",Jun 2005,324.823844331141,332.762856927562,NA,NA
"1632","25-29","ii","hombre",Jul 2005,340.012514025755,334.334811881916,NA,NA
"1634","25-29","ii","hombre",Aug 2005,339.57991754478,335.556686673816,NA,NA
"1636","25-29","ii","hombre",Sep 2005,345.589053775235,336.931455082617,NA,NA
"1638","25-29","ii","hombre",Oct 2005,335.459971810225,338.275405816565,NA,NA
"1640","25-29","ii","hombre",Nov 2005,340.879068834663,339.688727560273,NA,NA
"1642","25-29","ii","hombre",Dec 2005,360.95260985859,341.162097862282,NA,NA
"1644","25-29","ii","hombre",Jan 2006,334.838772497921,342.318061787448,NA,NA
"1646","25-29","ii","hombre",Feb 2006,338.883363281186,343.173202590855,NA,NA
"1648","25-29","ii","hombre",Mar 2006,338.333852974438,344.372863416586,NA,NA
"1650","25-29","ii","hombre",Apr 2006,340.998493099777,346.013866820934,NA,NA
"1652","25-29","ii","hombre",May 2006,344.83681481024,347.483257998553,NA,NA
"1654","25-29","ii","hombre",Jun 2006,342.337639338001,348.642060184999,NA,NA
"1656","25-29","ii","hombre",Jul 2006,350.241853222897,349.972583210716,NA,NA
"1658","25-29","ii","hombre",Aug 2006,349.873957629397,351.338715311334,NA,NA
"1660","25-29","ii","hombre",Sep 2006,364.086873508153,352.742894074302,NA,NA
"1662","25-29","ii","hombre",Oct 2006,356.346233781678,354.419541599796,NA,NA
"1664","25-29","ii","hombre",Nov 2006,355.258195126063,355.929669265886,NA,NA
"1666","25-29","ii","hombre",Dec 2006,374.384736041876,356.966137598065,NA,NA
"1668","25-29","ii","hombre",Jan 2007,353.339198931855,358.140010876945,NA,NA
"1670","25-29","ii","hombre",Feb 2007,353.170107262087,359.730828757517,NA,NA
"1672","25-29","ii","hombre",Mar 2007,357.747399304755,361.242618366658,NA,NA
"1674","25-29","ii","hombre",Apr 2007,361.824487381319,362.460218091186,NA,NA
"1676","25-29","ii","hombre",May 2007,360.253884514858,363.361468893819,NA,NA
"1678","25-29","ii","hombre",Jun 2007,351.795809605676,364.05504393665,NA,NA
"1680","25-29","ii","hombre",Jul 2007,368.956641648347,364.671326052052,NA,NA
"1682","25-29","ii","hombre",Aug 2007,369.338798337687,365.335002939024,NA,NA
"1684","25-29","ii","hombre",Sep 2007,380.90498341923,365.993283245565,NA,NA
"1686","25-29","ii","hombre",Oct 2007,368.750517259277,366.268128925083,NA,NA
"1688","25-29","ii","hombre",Nov 2007,364.483930911666,366.207029759258,NA,NA
"1690","25-29","ii","hombre",Dec 2007,381.804801284206,366.352756171681,NA,NA
"1692","25-29","ii","hombre",Jan 2008,360.709904459183,366.721957524113,NA,NA
"1694","25-29","ii","hombre",Feb 2008,361.727647022093,367.146841345743,NA,NA
"1696","25-29","ii","hombre",Mar 2008,364.988586901721,367.650670315102,NA,NA
"1698","25-29","ii","hombre",Apr 2008,361.179596092799,367.792924380707,NA,NA
"1700","25-29","ii","hombre",May 2008,359.432395823574,367.973839184632,NA,NA
"1702","25-29","ii","hombre",Jun 2008,356.114732195097,368.721787981875,NA,NA
"1704","25-29","ii","hombre",Jul 2008,373.498551517311,369.572332725315,NA,NA
"1706","25-29","ii","hombre",Aug 2008,374.994100187839,370.557892857535,NA,NA
"1708","25-29","ii","hombre",Sep 2008,387.341576833688,371.562568844244,NA,NA
"1710","25-29","ii","hombre",Oct 2008,365.72802141934,372.71838848092,NA,NA
"1712","25-29","ii","hombre",Nov 2008,371.848382045808,374.381419419179,NA,NA
"1714","25-29","ii","hombre",Dec 2008,392.391121283896,376.227519362526,NA,NA
"1716","25-29","ii","hombre",Jan 2009,370.53665830204,377.899862575711,NA,NA
"1718","25-29","ii","hombre",Feb 2009,375.554336352523,379.673516500618,NA,NA
"1720","25-29","ii","hombre",Mar 2009,375.274121252303,381.425019823833,NA,NA
"1722","25-29","ii","hombre",Apr 2009,378.633733022432,383.358444956323,NA,NA
"1724","25-29","ii","hombre",May 2009,381.891001412165,385.496717296019,NA,NA
"1726","25-29","ii","hombre",Jun 2009,377.962525246828,387.57084702374,NA,NA
"1728","25-29","ii","hombre",Jul 2009,391.786995582022,389.410301532399,NA,NA
"1730","25-29","ii","hombre",Aug 2009,399.273350320911,390.564025625109,NA,NA
"1732","25-29","ii","hombre",Sep 2009,405.098406457778,391.622487089216,NA,NA
"1734","25-29","ii","hombre",Oct 2009,394.37339497499,392.984935862194,NA,NA
"1736","25-29","ii","hombre",Nov 2009,394.521544642871,394.357492896013,NA,NA
"1738","25-29","ii","hombre",Dec 2009,419.49707215214,395.718080191803,NA,NA
"1740","25-29","ii","hombre",Jan 2010,387.577615641615,397.015401267351,NA,NA
"1742","25-29","ii","hombre",Feb 2010,386.202757237979,397.86750182503,NA,NA
"1744","25-29","ii","hombre",Mar 2010,390.028775505419,398.899336304665,NA,NA
"1746","25-29","ii","hombre",Apr 2010,396.577849320793,400.322522713106,NA,NA
"1748","25-29","ii","hombre",May 2010,396.888253925463,401.739925795717,NA,NA
"1750","25-29","ii","hombre",Jun 2010,395.619367832475,403.076361361461,NA,NA
"1752","25-29","ii","hombre",Jul 2010,405.265858809528,404.354786430115,NA,NA
"1754","25-29","ii","hombre",Aug 2010,406.244900477698,405.785913010332,NA,NA
"1756","25-29","ii","hombre",Sep 2010,422.890883812236,407.192412930561,NA,NA
"1758","25-29","ii","hombre",Oct 2010,410.737391423129,408.350610423829,NA,NA
"1760","25-29","ii","hombre",Nov 2010,412.175222177376,409.332537376217,NA,NA
"1762","25-29","ii","hombre",Dec 2010,433.917848195506,410.367598811035,410.367598811035,0
"1764","25-29","ii","hombre",Jan 2011,403.839041245951,411.733212953221,410.367598811035,0.33277825689522
"1766","25-29","ii","hombre",Feb 2011,404.288369558839,413.475240830998,410.367598811035,0.75728250207057
"1768","25-29","ii","hombre",Mar 2011,405.699161270069,415.274691449775,410.367598811035,1.1957797479521
"1770","25-29","ii","hombre",Apr 2011,408.704203394561,416.827027688808,410.367598811035,1.57405918412854
"1772","25-29","ii","hombre",May 2011,408.328146709006,418.279910064126,410.367598811035,1.92810330932939
"1774","25-29","ii","hombre",Jun 2011,409.020949484566,419.787864879263,410.367598811035,2.29556770454631
"1776","25-29","ii","hombre",Jul 2011,424.639016569905,421.403754907064,410.367598811035,2.68933417940519
"1778","25-29","ii","hombre",Aug 2011,428.68041178397,423.189170318132,410.367598811035,3.12441127034527
"1780","25-29","ii","hombre",Sep 2011,443.6421873566,425.171982129995,410.367598811035,3.60759069718304
"1782","25-29","ii","hombre",Oct 2011,427.242157615562,427.351969769793,410.367598811035,4.13881870985113
"1784","25-29","ii","hombre",Nov 2011,430.53963299258,429.645578927774,410.367598811035,4.69773446358674
"1786","25-29","ii","hombre",Dec 2011,451.744352943594,431.922788015701,410.367598811035,5.25265378336845
"1788","25-29","ii","hombre",Jan 2012,424.793897165091,434.454267235563,410.367598811035,5.86953465485938
"1790","25-29","ii","hombre",Feb 2012,426.183483505322,437.172350628677,410.367598811035,6.53188796954343
"1792","25-29","ii","hombre",Mar 2012,431.391530808301,440.818975661839,410.367598811035,7.42051198462826
"1794","25-29","ii","hombre",Apr 2012,435.331537211471,444.410083501199,410.367598811035,8.29560735028691
"1796","25-29","ii","hombre",May 2012,436.747432683652,447.005444568193,410.367598811035,8.92805520302019
"1798","25-29","ii","hombre",Jun 2012,435.254681620159,450.709732749624,410.367598811035,9.83073080220594
"1800","25-29","ii","hombre",Jul 2012,459.160785710999,454.150871838319,410.367598811035,10.6692811893868
"1802","25-29","ii","hombre",Aug 2012,459.392644077616,456.274634186701,410.367598811035,11.1868080006009
"1804","25-29","ii","hombre",Sep 2012,500.448955858839,458.232272599217,410.367598811035,11.6638530738931
"1806","25-29","ii","hombre",Oct 2012,456.621977257964,460.051101497377,410.367598811035,12.1070724955603
"1808","25-29","ii","hombre",Nov 2012,463.448478958022,461.822222313897,410.367598811035,12.5386662231478
"1810","25-29","ii","hombre",Dec 2012,507.738423332513,463.609833950659,410.367598811035,12.9742784990539
"1812","25-29","ii","hombre",Jan 2013,451.387164904846,464.616763265458,410.367598811035,13.2196510181602
"1814","25-29","ii","hombre",Feb 2013,450.560512126747,465.949108152878,410.367598811035,13.5443220914324
"1816","25-29","ii","hombre",Mar 2013,453.997824087249,467.630625911149,410.367598811035,13.9540809912926
"1818","25-29","ii","hombre",Apr 2013,456.377137488366,469.442975625283,410.367598811035,14.395721539763
"1820","25-29","ii","hombre",May 2013,458.208732003233,471.899913695698,410.367598811035,14.9944379290523
"1822","25-29","ii","hombre",Jun 2013,456.696061582866,473.201266867714,410.367598811035,15.3115568185033
"1824","25-29","ii","hombre",Jul 2013,461.88570930346,474.451777117745,410.367598811035,15.616286103577
"1826","25-29","ii","hombre",Aug 2013,488.643997783257,476.615330996641,410.367598811035,16.1435094723722
"1828","25-29","ii","hombre",Sep 2013,511.554028351697,478.555673858398,410.367598811035,16.61633989743
"1830","25-29","ii","hombre",Oct 2013,489.013297904327,480.18098299576,410.367598811035,17.0124016581711
"1832","25-29","ii","hombre",Nov 2013,490.023672001607,481.723433316441,410.367598811035,17.3882720546521
"1834","25-29","ii","hombre",Dec 2013,512.39570641732,483.092958240067,410.367598811035,17.7220033062407
"1836","25-29","ii","hombre",Jan 2014,476.742127820779,485.086737527383,410.367598811035,18.2078553308871
"1838","25-29","ii","hombre",Feb 2014,477.130842304312,486.78450497123,410.367598811035,18.6215740184165
"1840","25-29","ii","hombre",Mar 2014,473.995722591862,487.17218136882,410.367598811035,18.7160445367305
"1842","25-29","ii","hombre",Apr 2014,475.386658280437,487.167957383845,410.367598811035,18.7150152193606
"1844","25-29","ii","hombre",May 2014,476.218018907502,487.116776645784,410.367598811035,18.7025432946255
"1846","25-29","ii","hombre",Jun 2014,471.555372845624,487.404147408458,410.367598811035,18.7725709389881
"1848","25-29","ii","hombre",Jul 2014,494.877100936295,487.994874481679,410.367598811035,18.9165216492615
"1850","25-29","ii","hombre",Aug 2014,496.39902480275,488.540304041981,410.367598811035,19.0494340823781
"1852","25-29","ii","hombre",Sep 2014,513.103234874348,489.074396706058,410.367598811035,19.179583895771
"1854","25-29","ii","hombre",Oct 2014,487.362715742275,489.794338478137,410.367598811035,19.3550221550694
"1856","25-29","ii","hombre",Nov 2014,490.445916450195,490.584872099789,410.367598811035,19.5476625155517
"1858","25-29","ii","hombre",Dec 2014,518.870360272924,491.448742553082,410.367598811035,19.7581738853078
"1860","25-29","ii","hombre",Jan 2015,484.444923722466,492.295130933311,410.367598811035,19.9644251543364
"1862","25-29","ii","hombre",Feb 2015,482.518355849875,492.747814531321,410.367598811035,20.0747368844343
"1864","25-29","ii","hombre",Mar 2015,481.42643298416,492.941080256636,410.367598811035,20.1218326409888
"1866","25-29","ii","hombre",Apr 2015,485.234550418028,493.51365211811,410.367598811035,20.2613592174371
"1868","25-29","ii","hombre",May 2015,485.342933689554,494.33062792303,410.367598811035,20.4604431137503
"1870","25-29","ii","hombre",Jun 2015,483.163348942596,494.845042827371,410.367598811035,20.5857977728003
"1872","25-29","ii","hombre",Jul 2015,503.582445964836,495.265764310583,410.367598811035,20.6883208483139
"1874","25-29","ii","hombre",Aug 2015,498.558086126442,495.980869771207,410.367598811035,20.8625805761032
"1876","25-29","ii","hombre",Sep 2015,515.582550958204,497.170922553496,410.367598811035,21.1525773462521
"1878","25-29","ii","hombre",Oct 2015,498.625124333806,498.521870394934,410.367598811035,21.4817816609571
"1880","25-29","ii","hombre",Nov 2015,498.790927176735,499.812680383059,410.367598811035,21.796331345646
"1882","25-29","ii","hombre",Dec 2015,522.871307250573,501.10197918152,410.367598811035,22.1105127776586
"1884","25-29","ii","hombre",Jan 2016,490.541292341912,501.869485277757,410.367598811035,22.297541699645
