"","edad_gama","quintil","Sexo","Fecha","ingresos","trend","base","perc_change2010"
"8704","35-50","iv","mujer",Sep 2018,1397.23942195001,1332.57440647738,883.156988487462,50.887602526886
"8706","35-50","iv","mujer",Oct 2018,1301.19174492191,1335.96894798861,883.156988487462,51.2719669779947
"8708","35-50","iv","mujer",Nov 2018,1287.75645511534,1338.99238057076,883.156988487462,51.6143107086753
"8710","35-50","iv","mujer",Dec 2018,1438.87054761267,1342.19662298858,883.156988487462,51.9771275645213
"8712","35-50","iv","mujer",Jan 2019,1348.04167733519,1346.31297688263,883.156988487462,52.4432229414157
"8714","35-50","iv","mujer",Feb 2019,1333.0481403937,1350.58223894938,883.156988487462,52.9266321339367
"8716","35-50","iv","mujer",Mar 2019,1363.36360355392,1354.54554106318,883.156988487462,53.3753974344972
"8718","35-50","iv","mujer",Apr 2019,1357.03852005443,1357.76238491563,883.156988487462,53.7396411527018
"8720","35-50","iv","mujer",May 2019,1331.47381750487,1360.57168094394,883.156988487462,54.0577381688531
"8722","35-50","iv","mujer",Jun 2019,1358.10157873374,1363.69284784185,883.156988487462,54.4111483709569
"8724","35-50","iv","mujer",Jul 2019,1366.31595608814,1366.67870069524,883.156988487462,54.7492369432391
"8726","35-50","iv","mujer",Aug 2019,1349.61064636333,1369.19905861398,883.156988487462,55.0346174533405
"8728","35-50","iv","mujer",Sep 2019,1442.22818821186,1371.87110791275,883.156988487462,55.3371740014515
"8730","35-50","iv","mujer",Oct 2019,1333.40723111888,1374.23093498029,883.156988487462,55.604377578879
"8732","35-50","iv","mujer",Nov 2019,1322.96407359782,1378.05041661776,883.156988487462,56.0368580650507
"8734","35-50","iv","mujer",Dec 2019,1478.57093467996,1383.8530631791,883.156988487462,56.6938926168898
"8736","35-50","iv","mujer",Jan 2020,1380.00175874923,1389.51973093987,883.156988487462,57.3355302684778
"8738","35-50","iv","mujer",Feb 2020,1361.57664902947,1395.13008218576,883.156988487462,57.9707911925295
"8740","35-50","iv","mujer",Mar 2020,1398.96427808859,1400.64334883991,883.156988487462,58.5950592135063
"8742","35-50","iv","mujer",Apr 2020,1378.07369514072,1403.35263458913,883.156988487462,58.9018320505603
"8744","35-50","iv","mujer",May 2020,1402.10620171787,1403.73392307195,883.156988487462,58.945005403406
"8746","35-50","iv","mujer",Jun 2020,1426.73271199299,1403.31871372775,883.156988487462,58.8979911862719
"8748","35-50","iv","mujer",Jul 2020,1433.68484908729,1402.06259864754,883.156988487462,58.7557610848758
"8750","35-50","iv","mujer",Aug 2020,1416.89018326562,1400.86667242765,883.156988487462,58.6203461772801
"8752","35-50","iv","mujer",Sep 2020,1507.26705100914,1400.40304455262,883.156988487462,58.5678495225426
"8754","35-50","iv","mujer",Oct 2020,1333.39122630298,1400.58077401764,883.156988487462,58.5879738568726
"8756","35-50","iv","mujer",Nov 2020,1332.13100200141,1399.03404544303,883.156988487462,58.4128375453483
"8758","35-50","iv","mujer",Dec 2020,1459.43898201551,1396.34242771942,883.156988487462,58.1080652615187
"8760","35-50","iv","mujer",Jan 2021,1368.98694948857,1393.79492797316,883.156988487462,57.8196114781636
"8762","35-50","iv","mujer",Feb 2021,1343.88922901287,1390.35278778853,883.156988487462,57.429857422033
"8764","35-50","iv","mujer",Mar 2021,1405.52462910432,1384.86132048005,883.156988487462,56.8080577442784
"8766","35-50","iv","mujer",Apr 2021,1375.77885128553,1381.39124204339,883.156988487462,56.4151402356258
"8768","35-50","iv","mujer",May 2021,1367.2795597825,1381.0599029115,883.156988487462,56.3776226553748
"8770","35-50","iv","mujer",Jun 2021,1396.96052856162,1380.79381868517,883.156988487462,56.3474938979971
"8772","35-50","iv","mujer",Jul 2021,1402.31703860851,1380.58559129016,883.156988487462,56.3239162784202
"8774","35-50","iv","mujer",Aug 2021,1365.64662931326,1380.07860119516,883.156988487462,56.2665097129282
"8776","35-50","iv","mujer",Sep 2021,1426.71538955792,1377.72707045359,883.156988487462,56.0002455297506
"8778","35-50","iv","mujer",Oct 2021,1330.66100527445,1373.13932359231,883.156988487462,55.4807742555508
"8780","35-50","iv","mujer",Nov 2021,1326.9090838644,1368.36890070092,883.156988487462,54.9406185467039
"8782","35-50","iv","mujer",Dec 2021,1458.27487872071,1363.46762281145,883.156988487462,54.3856461065427
"8784","35-50","iv","mujer",Jan 2022,1365.15359530306,1357.42155385887,883.156988487462,53.7010488003564
"8786","35-50","iv","mujer",Feb 2022,1335.55482091855,1352.30768716788,883.156988487462,53.1220048978954
"8788","35-50","iv","mujer",Mar 2022,1357.42229940092,1348.8944753032,883.156988487462,52.7355263998287
"8790","35-50","iv","mujer",Apr 2022,1313.7752563182,1346.31728626462,883.156988487462,52.4437108933925
"8792","35-50","iv","mujer",May 2022,1314.79300535632,1344.00460598675,883.156988487462,52.1818457541232
"8794","35-50","iv","mujer",Jun 2022,1331.81641364069,1341.56356870508,883.156988487462,51.9054467318104
"8796","35-50","iv","mujer",Jul 2022,1322.35549866748,1341.01529174622,883.156988487462,51.8433652484488
"8798","35-50","iv","mujer",Aug 2022,1322.8753686704,1341.91766896225,883.156988487462,51.9455415577338
"8800","35-50","iv","mujer",Sep 2022,1387.56956544852,1343.13292234885,883.156988487462,52.0831448833535
"8802","35-50","iv","mujer",Oct 2022,1307.95429245789,1346.20409228756,883.156988487462,52.4308939221706
"8804","35-50","iv","mujer",Nov 2022,1294.11147001209,1351.09564747725,883.156988487462,52.9847654595594
"8806","35-50","iv","mujer",Dec 2022,1432.48759781301,1356.66494801231,883.156988487462,53.6153782053853
"8808","35-50","iv","mujer",Jan 2023,1377.78222919802,1362.84441179945,883.156988487462,54.3150798289584
"8810","35-50","iv","mujer",Feb 2023,1344.58324020829,1369.29645436681,883.156988487462,55.0456455892328
"8812","35-50","iv","mujer",Mar 2023,1377.55996138962,1376.07329580299,883.156988487462,55.8129883747756
"8814","35-50","iv","mujer",Apr 2023,1367.34567285858,1383.42731946976,883.156988487462,56.6456855919901
"8816","35-50","iv","mujer",May 2023,1378.61991336855,1390.91763047976,883.156988487462,57.4938146457876
"8818","35-50","iv","mujer",Jun 2023,1401.65271846975,1398.63449458397,883.156988487462,58.3675963408657
"8820","35-50","iv","mujer",Jul 2023,1400.82632472994,1405.92244487449,883.156988487462,59.1928120596477
"8822","35-50","iv","mujer",Aug 2023,1399.25356422458,1412.40627246253,883.156988487462,59.9269768426436
"8824","35-50","iv","mujer",Sep 2023,1473.83556436255,1418.96771305351,883.156988487462,60.6699297577544
"8838","35-50","iv","hombre",Apr 2003,630.742601548534,597.665940079228,NA,NA
"8840","35-50","iv","hombre",May 2003,630.464151254685,614.273844076186,NA,NA
"8842","35-50","iv","hombre",Jun 2003,629.409985810344,626.54016416346,NA,NA
"8844","35-50","iv","hombre",Jul 2003,640.971483719644,636.285869322527,NA,NA
"8846","35-50","iv","hombre",Aug 2003,642.374789516253,644.375674234199,NA,NA
"8848","35-50","iv","hombre",Sep 2003,668.175545718055,652.029874686684,NA,NA
"8850","35-50","iv","hombre",Oct 2003,643.175955345674,658.425875502045,NA,NA
"8852","35-50","iv","hombre",Nov 2003,644.299034399885,663.646055794127,NA,NA
"8854","35-50","iv","hombre",Dec 2003,703.105787903747,668.799686074466,NA,NA
"8856","35-50","iv","hombre",Jan 2004,666.284588622008,673.588668932167,NA,NA
"8858","35-50","iv","hombre",Feb 2004,677.549992507883,677.892685553793,NA,NA
"8860","35-50","iv","hombre",Mar 2004,692.279295374444,682.719614814384,NA,NA
"8862","35-50","iv","hombre",Apr 2004,695.297190155302,687.85006490544,NA,NA
"8864","35-50","iv","hombre",May 2004,691.193889657882,692.854679671583,NA,NA
"8866","35-50","iv","hombre",Jun 2004,692.367374135293,698.111096435366,NA,NA
"8868","35-50","iv","hombre",Jul 2004,692.949683979503,704.062294718197,NA,NA
"8870","35-50","iv","hombre",Aug 2004,693.692988175431,710.310966656794,NA,NA
"8872","35-50","iv","hombre",Sep 2004,732.703649313055,716.102684010524,NA,NA
"8874","35-50","iv","hombre",Oct 2004,701.77865393601,722.059879928403,NA,NA
"8876","35-50","iv","hombre",Nov 2004,705.80709019699,728.438825473432,NA,NA
"8878","35-50","iv","hombre",Dec 2004,767.751734437429,734.421026463138,NA,NA
"8880","35-50","iv","hombre",Jan 2005,744.467400876283,740.200745170258,NA,NA
"8882","35-50","iv","hombre",Feb 2005,749.335306779923,746.379156224057,NA,NA
"8884","35-50","iv","hombre",Mar 2005,759.495197591923,752.008048267926,NA,NA
"8886","35-50","iv","hombre",Apr 2005,771.053989966932,757.208890056709,NA,NA
"8888","35-50","iv","hombre",May 2005,768.531782926949,762.675602351227,NA,NA
"8890","35-50","iv","hombre",Jun 2005,758.602304619165,768.357672093825,NA,NA
"8892","35-50","iv","hombre",Jul 2005,765.428002466508,773.232633469905,NA,NA
"8894","35-50","iv","hombre",Aug 2005,769.496534979598,777.342214341164,NA,NA
"8896","35-50","iv","hombre",Sep 2005,791.993511561765,781.86062535492,NA,NA
"8898","35-50","iv","hombre",Oct 2005,767.308994618069,786.238799709514,NA,NA
"8900","35-50","iv","hombre",Nov 2005,771.477844583373,790.603931610213,NA,NA
"8902","35-50","iv","hombre",Dec 2005,838.450653873391,795.131479287519,NA,NA
"8904","35-50","iv","hombre",Jan 2006,790.767554466253,798.884894910516,NA,NA
"8906","35-50","iv","hombre",Feb 2006,801.665094100172,802.118474574556,NA,NA
"8908","35-50","iv","hombre",Mar 2006,815.607274601807,806.187002643644,NA,NA
"8910","35-50","iv","hombre",Apr 2006,820.018097467293,810.242376618333,NA,NA
"8912","35-50","iv","hombre",May 2006,824.330841043362,813.596825819062,NA,NA
"8914","35-50","iv","hombre",Jun 2006,811.464390758112,817.468649515737,NA,NA
"8916","35-50","iv","hombre",Jul 2006,802.647891279476,822.144821745328,NA,NA
"8918","35-50","iv","hombre",Aug 2006,809.882558103608,826.954702546298,NA,NA
"8920","35-50","iv","hombre",Sep 2006,849.252162095848,831.548465091595,NA,NA
"8922","35-50","iv","hombre",Oct 2006,807.379319476533,835.960768345337,NA,NA
"8924","35-50","iv","hombre",Nov 2006,811.914300542408,839.80260511315,NA,NA
"8926","35-50","iv","hombre",Dec 2006,890.93796663455,843.448346826788,NA,NA
"8928","35-50","iv","hombre",Jan 2007,850.50837521528,848.229340502921,NA,NA
"8930","35-50","iv","hombre",Feb 2007,857.361412574426,853.976879938453,NA,NA
"8932","35-50","iv","hombre",Mar 2007,870.161257214681,860.218253510239,NA,NA
"8934","35-50","iv","hombre",Apr 2007,871.359392944222,866.627552478523,NA,NA
"8936","35-50","iv","hombre",May 2007,865.193627993952,872.594333401691,NA,NA
"8938","35-50","iv","hombre",Jun 2007,858.099404934828,878.586459553232,NA,NA
"8940","35-50","iv","hombre",Jul 2007,870.756725329965,885.219228686882,NA,NA
"8942","35-50","iv","hombre",Aug 2007,879.714670505878,891.630395401605,NA,NA
"8944","35-50","iv","hombre",Sep 2007,929.213015416449,897.235057338356,NA,NA
"8946","35-50","iv","hombre",Oct 2007,881.241641394738,902.713807605169,NA,NA
"8948","35-50","iv","hombre",Nov 2007,881.254720780233,908.125426691966,NA,NA
"8950","35-50","iv","hombre",Dec 2007,965.408574033705,913.095494820236,NA,NA
"8952","35-50","iv","hombre",Jan 2008,935.224227023729,917.79239567567,NA,NA
"8954","35-50","iv","hombre",Feb 2008,926.513561919343,922.252101490271,NA,NA
"8956","35-50","iv","hombre",Mar 2008,935.520994351778,926.524705246013,NA,NA
"8958","35-50","iv","hombre",Apr 2008,937.48966221063,930.324150411496,NA,NA
"8960","35-50","iv","hombre",May 2008,928.942216810677,934.069852312836,NA,NA
"8962","35-50","iv","hombre",Jun 2008,913.63245119658,939.640482021037,NA,NA
"8964","35-50","iv","hombre",Jul 2008,927.949299598646,945.890160155465,NA,NA
"8966","35-50","iv","hombre",Aug 2008,929.555035787604,952.211683477847,NA,NA
"8968","35-50","iv","hombre",Sep 2008,981.91514027254,959.495137421478,NA,NA
"8970","35-50","iv","hombre",Oct 2008,919.726200510223,967.796087121852,NA,NA
"8972","35-50","iv","hombre",Nov 2008,932.667007296927,976.969583768253,NA,NA
"8974","35-50","iv","hombre",Dec 2008,1047.69140051383,986.071025592546,NA,NA
"8976","35-50","iv","hombre",Jan 2009,1002.93367576987,995.465338053353,NA,NA
"8978","35-50","iv","hombre",Feb 2009,1010.52067291038,1005.63154358192,NA,NA
"8980","35-50","iv","hombre",Mar 2009,1026.31677800787,1016.07019090051,NA,NA
"8982","35-50","iv","hombre",Apr 2009,1045.91667136352,1026.44802998876,NA,NA
"8984","35-50","iv","hombre",May 2009,1040.6791271714,1036.56352323347,NA,NA
"8986","35-50","iv","hombre",Jun 2009,1020.33014461888,1047.47514516524,NA,NA
"8988","35-50","iv","hombre",Jul 2009,1046.71510523573,1057.8449881578,NA,NA
"8990","35-50","iv","hombre",Aug 2009,1054.7781628362,1066.2036246153,NA,NA
"8992","35-50","iv","hombre",Sep 2009,1107.21954887009,1074.1391817305,NA,NA
"8994","35-50","iv","hombre",Oct 2009,1043.48993003057,1082.32403130241,NA,NA
"8996","35-50","iv","hombre",Nov 2009,1051.67511564972,1090.31322470974,NA,NA
"8998","35-50","iv","hombre",Dec 2009,1190.56221852349,1098.26908557521,NA,NA
"9000","35-50","iv","hombre",Jan 2010,1108.93908958167,1105.74306811058,NA,NA
"9002","35-50","iv","hombre",Feb 2010,1105.12253407843,1112.13386856714,NA,NA
"9004","35-50","iv","hombre",Mar 2010,1122.16828760469,1120.51386527455,NA,NA
"9006","35-50","iv","hombre",Apr 2010,1146.50155149247,1130.18647665028,NA,NA
"9008","35-50","iv","hombre",May 2010,1131.83488881852,1138.60485202868,NA,NA
"9010","35-50","iv","hombre",Jun 2010,1120.11504374296,1147.33650080997,NA,NA
"9012","35-50","iv","hombre",Jul 2010,1126.30578696049,1156.53275641121,NA,NA
"9014","35-50","iv","hombre",Aug 2010,1128.56669206901,1164.83506725383,NA,NA
"9016","35-50","iv","hombre",Sep 2010,1234.55094061505,1172.52463011248,NA,NA
"9018","35-50","iv","hombre",Oct 2010,1148.30121130324,1179.69148923704,NA,NA
"9020","35-50","iv","hombre",Nov 2010,1148.90484345847,1186.71363653846,NA,NA
"9022","35-50","iv","hombre",Dec 2010,1302.89206146591,1194.37529149511,1194.37529149511,0
"9024","35-50","iv","hombre",Jan 2011,1217.31938106891,1203.14898801269,1194.37529149511,0.734584563164517
"9026","35-50","iv","hombre",Feb 2011,1195.99770281402,1212.84895358142,1194.37529149511,1.54672172288357
"9028","35-50","iv","hombre",Mar 2011,1215.84262747662,1222.02005950434,1194.37529149511,2.3145796975274
"9030","35-50","iv","hombre",Apr 2011,1224.83183061006,1230.13239566971,1194.37529149511,2.99379135094403
"9032","35-50","iv","hombre",May 2011,1222.03614493503,1237.95007708623,1194.37529149511,3.64833280639714
"9034","35-50","iv","hombre",Jun 2011,1213.79350658616,1245.72753090991,1194.37529149511,4.29950617535879
"9036","35-50","iv","hombre",Jul 2011,1243.19604053907,1253.52895397123,1194.37529149511,4.952686387381
"9038","35-50","iv","hombre",Aug 2011,1244.47561214006,1262.0859384595,1194.37529149511,5.6691265673808
"9040","35-50","iv","hombre",Sep 2011,1338.7485626941,1271.75437691623,1194.37529149511,6.4786240951326
"9042","35-50","iv","hombre",Oct 2011,1238.79965719293,1282.84785831993,1194.37529149511,7.40743445170085
"9044","35-50","iv","hombre",Nov 2011,1246.03075156535,1293.92228794989,1194.37529149511,8.3346496836993
