"","edad_gama","quintil","sexo","Fecha","perc_change","fuente"
"1159","25-29","iii","mujer",Oct 2017,24.9399139483439,"Seguro Cesantía"
"1160","25-29","iii","mujer",Nov 2017,24.9278064043167,"Seguro Cesantía"
"1161","25-29","iii","mujer",Dec 2017,24.8787917991778,"Seguro Cesantía"
"1162","25-29","iii","mujer",Jan 2018,24.8768158111947,"Seguro Cesantía"
"1163","25-29","iii","mujer",Feb 2018,24.8481570634269,"Seguro Cesantía"
"1164","25-29","iii","mujer",Mar 2018,24.8396718851378,"Seguro Cesantía"
"1165","25-29","iii","mujer",Apr 2018,24.9380672573098,"Seguro Cesantía"
"1166","25-29","iii","mujer",May 2018,25.1606915075058,"Seguro Cesantía"
"1167","25-29","iii","mujer",Jun 2018,25.4010767732454,"Seguro Cesantía"
"1168","25-29","iii","mujer",Jul 2018,25.5892577974915,"Seguro Cesantía"
"1169","25-29","iii","mujer",Aug 2018,25.7483760560417,"Seguro Cesantía"
"1170","25-29","iii","mujer",Sep 2018,25.9287367564001,"Seguro Cesantía"
"1171","25-29","iii","mujer",Oct 2018,26.1869529323934,"Seguro Cesantía"
"1172","25-29","iii","mujer",Nov 2018,26.4529672799124,"Seguro Cesantía"
"1173","25-29","iii","mujer",Dec 2018,26.7140490877405,"Seguro Cesantía"
"1174","25-29","iii","mujer",Jan 2019,27.0279776475528,"Seguro Cesantía"
"1175","25-29","iii","mujer",Feb 2019,27.3286291156653,"Seguro Cesantía"
"1176","25-29","iii","mujer",Mar 2019,27.4917059351553,"Seguro Cesantía"
"1177","25-29","iii","mujer",Apr 2019,27.5988180847133,"Seguro Cesantía"
"1178","25-29","iii","mujer",May 2019,27.5959029284731,"Seguro Cesantía"
"1179","25-29","iii","mujer",Jun 2019,27.5054088472588,"Seguro Cesantía"
"1180","25-29","iii","mujer",Jul 2019,27.5833411434468,"Seguro Cesantía"
"1181","25-29","iii","mujer",Aug 2019,27.7864128816473,"Seguro Cesantía"
"1182","25-29","iii","mujer",Sep 2019,27.8955732659115,"Seguro Cesantía"
"1183","25-29","iii","mujer",Oct 2019,27.916512988618,"Seguro Cesantía"
"1184","25-29","iii","mujer",Nov 2019,28.1912857408956,"Seguro Cesantía"
"1185","25-29","iii","mujer",Dec 2019,28.758230431942,"Seguro Cesantía"
"1186","25-29","iii","mujer",Jan 2020,29.2672911808191,"Seguro Cesantía"
"1187","25-29","iii","mujer",Feb 2020,29.6672009963727,"Seguro Cesantía"
"1188","25-29","iii","mujer",Mar 2020,30.0191859503015,"Seguro Cesantía"
"1189","25-29","iii","mujer",Apr 2020,30.2585309449174,"Seguro Cesantía"
"1190","25-29","iii","mujer",May 2020,30.5074949866761,"Seguro Cesantía"
"1191","25-29","iii","mujer",Jun 2020,30.7286073114898,"Seguro Cesantía"
"1192","25-29","iii","mujer",Jul 2020,30.7624427160995,"Seguro Cesantía"
"1193","25-29","iii","mujer",Aug 2020,30.7104490446103,"Seguro Cesantía"
"1194","25-29","iii","mujer",Sep 2020,30.723087338138,"Seguro Cesantía"
"1195","25-29","iii","mujer",Oct 2020,30.8244056068386,"Seguro Cesantía"
"1196","25-29","iii","mujer",Nov 2020,30.720319366417,"Seguro Cesantía"
"1197","25-29","iii","mujer",Dec 2020,30.4176329201174,"Seguro Cesantía"
"1198","25-29","iii","mujer",Jan 2021,30.2351996002368,"Seguro Cesantía"
"1199","25-29","iii","mujer",Feb 2021,30.0741147021715,"Seguro Cesantía"
"1200","25-29","iii","mujer",Mar 2021,29.8271741183452,"Seguro Cesantía"
"1201","25-29","iii","mujer",Apr 2021,29.6067475480385,"Seguro Cesantía"
"1202","25-29","iii","mujer",May 2021,29.4635420055313,"Seguro Cesantía"
"1203","25-29","iii","mujer",Jun 2021,29.3838447273652,"Seguro Cesantía"
"1204","25-29","iii","mujer",Jul 2021,29.3847306415603,"Seguro Cesantía"
"1205","25-29","iii","mujer",Aug 2021,29.4731213278667,"Seguro Cesantía"
"1206","25-29","iii","mujer",Sep 2021,29.4723326818886,"Seguro Cesantía"
"1207","25-29","iii","mujer",Oct 2021,29.3054036517703,"Seguro Cesantía"
"1208","25-29","iii","mujer",Nov 2021,29.166475642957,"Seguro Cesantía"
"1209","25-29","iii","mujer",Dec 2021,28.9869517546984,"Seguro Cesantía"
"1210","25-29","iii","mujer",Jan 2022,28.6431473142254,"Seguro Cesantía"
"1211","25-29","iii","mujer",Feb 2022,28.3779053339,"Seguro Cesantía"
"1212","25-29","iii","mujer",Mar 2022,28.2883792668181,"Seguro Cesantía"
"1213","25-29","iii","mujer",Apr 2022,28.324170169641,"Seguro Cesantía"
"1214","25-29","iii","mujer",May 2022,28.3204181581064,"Seguro Cesantía"
"1215","25-29","iii","mujer",Jun 2022,28.2473003146777,"Seguro Cesantía"
"1216","25-29","iii","mujer",Jul 2022,28.3758876965531,"Seguro Cesantía"
"1217","25-29","iii","mujer",Aug 2022,28.6069696861104,"Seguro Cesantía"
"1218","25-29","iii","mujer",Sep 2022,28.8394906896074,"Seguro Cesantía"
"1219","25-29","iii","mujer",Oct 2022,29.1777805554023,"Seguro Cesantía"
"1220","25-29","iii","mujer",Nov 2022,29.5560389503257,"Seguro Cesantía"
"1221","25-29","iii","mujer",Dec 2022,30.0223768470073,"Seguro Cesantía"
"1222","25-29","iii","mujer",Jan 2023,30.626745177139,"Seguro Cesantía"
"1223","25-29","iii","mujer",Feb 2023,31.230844437117,"Seguro Cesantía"
"1224","25-29","iii","mujer",Mar 2023,31.8324690853639,"Seguro Cesantía"
"1225","25-29","iii","mujer",Apr 2023,32.4776632878656,"Seguro Cesantía"
"1226","25-29","iii","mujer",May 2023,33.1839184677607,"Seguro Cesantía"
"1227","25-29","iii","mujer",Jun 2023,33.9557869934592,"Seguro Cesantía"
"1228","25-29","iii","mujer",Jul 2023,34.6598522574838,"Seguro Cesantía"
"1229","25-29","iii","mujer",Aug 2023,35.264020702662,"Seguro Cesantía"
"1230","25-29","iii","mujer",Sep 2023,35.9176022502632,"Seguro Cesantía"
"1231","25-29","iii","hombre",Apr 2003,NA,"Seguro Cesantía"
"1232","25-29","iii","hombre",May 2003,NA,"Seguro Cesantía"
"1233","25-29","iii","hombre",Jun 2003,NA,"Seguro Cesantía"
"1234","25-29","iii","hombre",Jul 2003,NA,"Seguro Cesantía"
"1235","25-29","iii","hombre",Aug 2003,NA,"Seguro Cesantía"
"1236","25-29","iii","hombre",Sep 2003,NA,"Seguro Cesantía"
"1237","25-29","iii","hombre",Oct 2003,NA,"Seguro Cesantía"
"1238","25-29","iii","hombre",Nov 2003,NA,"Seguro Cesantía"
"1239","25-29","iii","hombre",Dec 2003,NA,"Seguro Cesantía"
"1240","25-29","iii","hombre",Jan 2004,NA,"Seguro Cesantía"
"1241","25-29","iii","hombre",Feb 2004,NA,"Seguro Cesantía"
"1242","25-29","iii","hombre",Mar 2004,NA,"Seguro Cesantía"
"1243","25-29","iii","hombre",Apr 2004,NA,"Seguro Cesantía"
"1244","25-29","iii","hombre",May 2004,NA,"Seguro Cesantía"
"1245","25-29","iii","hombre",Jun 2004,NA,"Seguro Cesantía"
"1246","25-29","iii","hombre",Jul 2004,NA,"Seguro Cesantía"
"1247","25-29","iii","hombre",Aug 2004,NA,"Seguro Cesantía"
"1248","25-29","iii","hombre",Sep 2004,NA,"Seguro Cesantía"
"1249","25-29","iii","hombre",Oct 2004,NA,"Seguro Cesantía"
"1250","25-29","iii","hombre",Nov 2004,NA,"Seguro Cesantía"
"1251","25-29","iii","hombre",Dec 2004,NA,"Seguro Cesantía"
"1252","25-29","iii","hombre",Jan 2005,NA,"Seguro Cesantía"
"1253","25-29","iii","hombre",Feb 2005,NA,"Seguro Cesantía"
"1254","25-29","iii","hombre",Mar 2005,NA,"Seguro Cesantía"
"1255","25-29","iii","hombre",Apr 2005,NA,"Seguro Cesantía"
"1256","25-29","iii","hombre",May 2005,NA,"Seguro Cesantía"
"1257","25-29","iii","hombre",Jun 2005,NA,"Seguro Cesantía"
"1258","25-29","iii","hombre",Jul 2005,NA,"Seguro Cesantía"
"1259","25-29","iii","hombre",Aug 2005,NA,"Seguro Cesantía"
"1260","25-29","iii","hombre",Sep 2005,NA,"Seguro Cesantía"
"1261","25-29","iii","hombre",Oct 2005,NA,"Seguro Cesantía"
"1262","25-29","iii","hombre",Nov 2005,NA,"Seguro Cesantía"
"1263","25-29","iii","hombre",Dec 2005,NA,"Seguro Cesantía"
"1264","25-29","iii","hombre",Jan 2006,NA,"Seguro Cesantía"
"1265","25-29","iii","hombre",Feb 2006,NA,"Seguro Cesantía"
"1266","25-29","iii","hombre",Mar 2006,NA,"Seguro Cesantía"
"1267","25-29","iii","hombre",Apr 2006,NA,"Seguro Cesantía"
"1268","25-29","iii","hombre",May 2006,NA,"Seguro Cesantía"
"1269","25-29","iii","hombre",Jun 2006,NA,"Seguro Cesantía"
"1270","25-29","iii","hombre",Jul 2006,NA,"Seguro Cesantía"
"1271","25-29","iii","hombre",Aug 2006,NA,"Seguro Cesantía"
"1272","25-29","iii","hombre",Sep 2006,NA,"Seguro Cesantía"
"1273","25-29","iii","hombre",Oct 2006,NA,"Seguro Cesantía"
"1274","25-29","iii","hombre",Nov 2006,NA,"Seguro Cesantía"
"1275","25-29","iii","hombre",Dec 2006,NA,"Seguro Cesantía"
"1276","25-29","iii","hombre",Jan 2007,NA,"Seguro Cesantía"
"1277","25-29","iii","hombre",Feb 2007,NA,"Seguro Cesantía"
"1278","25-29","iii","hombre",Mar 2007,NA,"Seguro Cesantía"
"1279","25-29","iii","hombre",Apr 2007,NA,"Seguro Cesantía"
"1280","25-29","iii","hombre",May 2007,NA,"Seguro Cesantía"
"1281","25-29","iii","hombre",Jun 2007,NA,"Seguro Cesantía"
"1282","25-29","iii","hombre",Jul 2007,NA,"Seguro Cesantía"
"1283","25-29","iii","hombre",Aug 2007,NA,"Seguro Cesantía"
"1284","25-29","iii","hombre",Sep 2007,NA,"Seguro Cesantía"
"1285","25-29","iii","hombre",Oct 2007,NA,"Seguro Cesantía"
"1286","25-29","iii","hombre",Nov 2007,NA,"Seguro Cesantía"
"1287","25-29","iii","hombre",Dec 2007,NA,"Seguro Cesantía"
"1288","25-29","iii","hombre",Jan 2008,NA,"Seguro Cesantía"
"1289","25-29","iii","hombre",Feb 2008,NA,"Seguro Cesantía"
"1290","25-29","iii","hombre",Mar 2008,NA,"Seguro Cesantía"
"1291","25-29","iii","hombre",Apr 2008,NA,"Seguro Cesantía"
"1292","25-29","iii","hombre",May 2008,NA,"Seguro Cesantía"
"1293","25-29","iii","hombre",Jun 2008,NA,"Seguro Cesantía"
"1294","25-29","iii","hombre",Jul 2008,NA,"Seguro Cesantía"
"1295","25-29","iii","hombre",Aug 2008,NA,"Seguro Cesantía"
"1296","25-29","iii","hombre",Sep 2008,NA,"Seguro Cesantía"
"1297","25-29","iii","hombre",Oct 2008,NA,"Seguro Cesantía"
"1298","25-29","iii","hombre",Nov 2008,NA,"Seguro Cesantía"
"1299","25-29","iii","hombre",Dec 2008,NA,"Seguro Cesantía"
"1300","25-29","iii","hombre",Jan 2009,NA,"Seguro Cesantía"
"1301","25-29","iii","hombre",Feb 2009,NA,"Seguro Cesantía"
"1302","25-29","iii","hombre",Mar 2009,NA,"Seguro Cesantía"
"1303","25-29","iii","hombre",Apr 2009,NA,"Seguro Cesantía"
"1304","25-29","iii","hombre",May 2009,NA,"Seguro Cesantía"
"1305","25-29","iii","hombre",Jun 2009,NA,"Seguro Cesantía"
"1306","25-29","iii","hombre",Jul 2009,NA,"Seguro Cesantía"
"1307","25-29","iii","hombre",Aug 2009,NA,"Seguro Cesantía"
"1308","25-29","iii","hombre",Sep 2009,NA,"Seguro Cesantía"
"1309","25-29","iii","hombre",Oct 2009,NA,"Seguro Cesantía"
"1310","25-29","iii","hombre",Nov 2009,NA,"Seguro Cesantía"
"1311","25-29","iii","hombre",Dec 2009,NA,"Seguro Cesantía"
"1312","25-29","iii","hombre",Jan 2010,NA,"Seguro Cesantía"
"1313","25-29","iii","hombre",Feb 2010,NA,"Seguro Cesantía"
"1314","25-29","iii","hombre",Mar 2010,NA,"Seguro Cesantía"
"1315","25-29","iii","hombre",Apr 2010,NA,"Seguro Cesantía"
"1316","25-29","iii","hombre",May 2010,NA,"Seguro Cesantía"
"1317","25-29","iii","hombre",Jun 2010,NA,"Seguro Cesantía"
"1318","25-29","iii","hombre",Jul 2010,NA,"Seguro Cesantía"
"1319","25-29","iii","hombre",Aug 2010,NA,"Seguro Cesantía"
"1320","25-29","iii","hombre",Sep 2010,NA,"Seguro Cesantía"
"1321","25-29","iii","hombre",Oct 2010,NA,"Seguro Cesantía"
"1322","25-29","iii","hombre",Nov 2010,NA,"Seguro Cesantía"
"1323","25-29","iii","hombre",Dec 2010,0,"Seguro Cesantía"
"1324","25-29","iii","hombre",Jan 2011,0.479923101171675,"Seguro Cesantía"
"1325","25-29","iii","hombre",Feb 2011,1.03787576277271,"Seguro Cesantía"
"1326","25-29","iii","hombre",Mar 2011,1.60702987341372,"Seguro Cesantía"
"1327","25-29","iii","hombre",Apr 2011,2.10861499708262,"Seguro Cesantía"
"1328","25-29","iii","hombre",May 2011,2.59806104547259,"Seguro Cesantía"
"1329","25-29","iii","hombre",Jun 2011,3.09587371552512,"Seguro Cesantía"
"1330","25-29","iii","hombre",Jul 2011,3.60993095611685,"Seguro Cesantía"
"1331","25-29","iii","hombre",Aug 2011,4.23772425430474,"Seguro Cesantía"
"1332","25-29","iii","hombre",Sep 2011,4.95258531530474,"Seguro Cesantía"
"1333","25-29","iii","hombre",Oct 2011,5.71722205805647,"Seguro Cesantía"
"1334","25-29","iii","hombre",Nov 2011,6.53521831727402,"Seguro Cesantía"
"1335","25-29","iii","hombre",Dec 2011,7.36285282497637,"Seguro Cesantía"
"1336","25-29","iii","hombre",Jan 2012,8.23041670030416,"Seguro Cesantía"
"1337","25-29","iii","hombre",Feb 2012,9.12703051236872,"Seguro Cesantía"
"1338","25-29","iii","hombre",Mar 2012,10.0442434811301,"Seguro Cesantía"
"1339","25-29","iii","hombre",Apr 2012,10.936855731942,"Seguro Cesantía"
"1340","25-29","iii","hombre",May 2012,11.8168468192145,"Seguro Cesantía"
"1341","25-29","iii","hombre",Jun 2012,12.7532962361905,"Seguro Cesantía"
"1342","25-29","iii","hombre",Jul 2012,13.5791310379164,"Seguro Cesantía"
"1343","25-29","iii","hombre",Aug 2012,14.2440897615194,"Seguro Cesantía"
"1344","25-29","iii","hombre",Sep 2012,14.8547260978444,"Seguro Cesantía"
"1345","25-29","iii","hombre",Oct 2012,15.4569507102118,"Seguro Cesantía"
"1346","25-29","iii","hombre",Nov 2012,16.0235279109282,"Seguro Cesantía"
"1347","25-29","iii","hombre",Dec 2012,16.5514299519737,"Seguro Cesantía"
"1348","25-29","iii","hombre",Jan 2013,16.9625645087544,"Seguro Cesantía"
"1349","25-29","iii","hombre",Feb 2013,17.3900778141408,"Seguro Cesantía"
"1350","25-29","iii","hombre",Mar 2013,17.9429210170911,"Seguro Cesantía"
"1351","25-29","iii","hombre",Apr 2013,18.5192464389105,"Seguro Cesantía"
"1352","25-29","iii","hombre",May 2013,19.0453992359649,"Seguro Cesantía"
"1353","25-29","iii","hombre",Jun 2013,19.5079414321254,"Seguro Cesantía"
"1354","25-29","iii","hombre",Jul 2013,19.9778535033149,"Seguro Cesantía"
"1355","25-29","iii","hombre",Aug 2013,20.4311863143484,"Seguro Cesantía"
"1356","25-29","iii","hombre",Sep 2013,20.7833687841371,"Seguro Cesantía"
"1357","25-29","iii","hombre",Oct 2013,21.0247980492623,"Seguro Cesantía"
"1358","25-29","iii","hombre",Nov 2013,21.2670319429191,"Seguro Cesantía"
"1359","25-29","iii","hombre",Dec 2013,21.4989622704038,"Seguro Cesantía"
"1360","25-29","iii","hombre",Jan 2014,21.7689058013418,"Seguro Cesantía"
"1361","25-29","iii","hombre",Feb 2014,21.9844133418312,"Seguro Cesantía"
"1362","25-29","iii","hombre",Mar 2014,22.0310367720719,"Seguro Cesantía"
"1363","25-29","iii","hombre",Apr 2014,21.9635539804213,"Seguro Cesantía"
"1364","25-29","iii","hombre",May 2014,21.8775055687806,"Seguro Cesantía"
"1365","25-29","iii","hombre",Jun 2014,21.8814803661151,"Seguro Cesantía"
"1366","25-29","iii","hombre",Jul 2014,21.9237788066216,"Seguro Cesantía"
"1367","25-29","iii","hombre",Aug 2014,21.9542992240603,"Seguro Cesantía"
"1368","25-29","iii","hombre",Sep 2014,22.0016488737547,"Seguro Cesantía"
"1369","25-29","iii","hombre",Oct 2014,22.0998958076682,"Seguro Cesantía"
"1370","25-29","iii","hombre",Nov 2014,22.1636505790347,"Seguro Cesantía"
"1371","25-29","iii","hombre",Dec 2014,22.1900258408757,"Seguro Cesantía"
"1372","25-29","iii","hombre",Jan 2015,22.2452367463873,"Seguro Cesantía"
"1373","25-29","iii","hombre",Feb 2015,22.1939117218083,"Seguro Cesantía"
"1374","25-29","iii","hombre",Mar 2015,22.0676948253566,"Seguro Cesantía"
"1375","25-29","iii","hombre",Apr 2015,22.0751682976728,"Seguro Cesantía"
"1376","25-29","iii","hombre",May 2015,22.1201602607692,"Seguro Cesantía"
"1377","25-29","iii","hombre",Jun 2015,22.0472513679233,"Seguro Cesantía"
"1378","25-29","iii","hombre",Jul 2015,21.9224648096984,"Seguro Cesantía"
"1379","25-29","iii","hombre",Aug 2015,21.8414111005804,"Seguro Cesantía"
"1380","25-29","iii","hombre",Sep 2015,21.8551151635205,"Seguro Cesantía"
"1381","25-29","iii","hombre",Oct 2015,21.8923534539767,"Seguro Cesantía"
"1382","25-29","iii","hombre",Nov 2015,21.9073731233194,"Seguro Cesantía"
"1383","25-29","iii","hombre",Dec 2015,21.9407405268451,"Seguro Cesantía"
"1384","25-29","iii","hombre",Jan 2016,21.878035069987,"Seguro Cesantía"
"1385","25-29","iii","hombre",Feb 2016,21.820866042995,"Seguro Cesantía"
"1386","25-29","iii","hombre",Mar 2016,21.8103965150672,"Seguro Cesantía"
"1387","25-29","iii","hombre",Apr 2016,21.7976006663317,"Seguro Cesantía"
"1388","25-29","iii","hombre",May 2016,21.8076578017915,"Seguro Cesantía"
"1389","25-29","iii","hombre",Jun 2016,21.8192899739044,"Seguro Cesantía"
"1390","25-29","iii","hombre",Jul 2016,21.8978598447126,"Seguro Cesantía"
"1391","25-29","iii","hombre",Aug 2016,21.9498394845835,"Seguro Cesantía"
"1392","25-29","iii","hombre",Sep 2016,21.9185274044873,"Seguro Cesantía"
"1393","25-29","iii","hombre",Oct 2016,21.9065491384995,"Seguro Cesantía"
"1394","25-29","iii","hombre",Nov 2016,21.8772822829956,"Seguro Cesantía"
"1395","25-29","iii","hombre",Dec 2016,21.7856962999544,"Seguro Cesantía"
"1396","25-29","iii","hombre",Jan 2017,21.7255535883855,"Seguro Cesantía"
"1397","25-29","iii","hombre",Feb 2017,21.6794179086382,"Seguro Cesantía"
"1398","25-29","iii","hombre",Mar 2017,21.6731902786956,"Seguro Cesantía"
"1399","25-29","iii","hombre",Apr 2017,21.6783544861975,"Seguro Cesantía"
"1400","25-29","iii","hombre",May 2017,21.6349925031401,"Seguro Cesantía"
"1401","25-29","iii","hombre",Jun 2017,21.5039202740981,"Seguro Cesantía"
"1402","25-29","iii","hombre",Jul 2017,21.3343937796789,"Seguro Cesantía"
"1403","25-29","iii","hombre",Aug 2017,21.2614992237018,"Seguro Cesantía"
"1404","25-29","iii","hombre",Sep 2017,21.2008428770617,"Seguro Cesantía"
"1405","25-29","iii","hombre",Oct 2017,21.0763531136377,"Seguro Cesantía"
"1406","25-29","iii","hombre",Nov 2017,20.9679459208453,"Seguro Cesantía"
"1407","25-29","iii","hombre",Dec 2017,20.9311987383853,"Seguro Cesantía"
"1408","25-29","iii","hombre",Jan 2018,20.9125819254668,"Seguro Cesantía"
"1409","25-29","iii","hombre",Feb 2018,20.8895314230169,"Seguro Cesantía"
"1410","25-29","iii","hombre",Mar 2018,20.8893061789749,"Seguro Cesantía"
"1411","25-29","iii","hombre",Apr 2018,20.9306950724825,"Seguro Cesantía"
"1412","25-29","iii","hombre",May 2018,21.0158249122632,"Seguro Cesantía"
"1413","25-29","iii","hombre",Jun 2018,21.1641297782303,"Seguro Cesantía"
"1414","25-29","iii","hombre",Jul 2018,21.2897999205787,"Seguro Cesantía"
"1415","25-29","iii","hombre",Aug 2018,21.3393091237429,"Seguro Cesantía"
"1416","25-29","iii","hombre",Sep 2018,21.4908919978785,"Seguro Cesantía"
"1417","25-29","iii","hombre",Oct 2018,21.8042988477357,"Seguro Cesantía"
"1418","25-29","iii","hombre",Nov 2018,22.149912515539,"Seguro Cesantía"
"1419","25-29","iii","hombre",Dec 2018,22.4870688200104,"Seguro Cesantía"
"1420","25-29","iii","hombre",Jan 2019,22.7955649446287,"Seguro Cesantía"
"1421","25-29","iii","hombre",Feb 2019,23.0771986457835,"Seguro Cesantía"
"1422","25-29","iii","hombre",Mar 2019,23.3461451050925,"Seguro Cesantía"
"1423","25-29","iii","hombre",Apr 2019,23.5519267779814,"Seguro Cesantía"
"1424","25-29","iii","hombre",May 2019,23.6763429920743,"Seguro Cesantía"
"1425","25-29","iii","hombre",Jun 2019,23.810009760462,"Seguro Cesantía"
"1426","25-29","iii","hombre",Jul 2019,24.0551520593814,"Seguro Cesantía"
"1427","25-29","iii","hombre",Aug 2019,24.348522905018,"Seguro Cesantía"
"1428","25-29","iii","hombre",Sep 2019,24.5442589451687,"Seguro Cesantía"
"1429","25-29","iii","hombre",Oct 2019,24.4811708677613,"Seguro Cesantía"
"1430","25-29","iii","hombre",Nov 2019,24.3893417779696,"Seguro Cesantía"
"1431","25-29","iii","hombre",Dec 2019,24.5494271928559,"Seguro Cesantía"
"1432","25-29","iii","hombre",Jan 2020,24.7958256671091,"Seguro Cesantía"
"1433","25-29","iii","hombre",Feb 2020,24.9499314568262,"Seguro Cesantía"
"1434","25-29","iii","hombre",Mar 2020,24.9837231154539,"Seguro Cesantía"
"1435","25-29","iii","hombre",Apr 2020,24.9880746563291,"Seguro Cesantía"
"1436","25-29","iii","hombre",May 2020,25.1211914501113,"Seguro Cesantía"
"1437","25-29","iii","hombre",Jun 2020,25.3756225800606,"Seguro Cesantía"
"1438","25-29","iii","hombre",Jul 2020,25.5158444040222,"Seguro Cesantía"
"1439","25-29","iii","hombre",Aug 2020,25.563335962806,"Seguro Cesantía"
"1440","25-29","iii","hombre",Sep 2020,25.6427115170781,"Seguro Cesantía"
"1441","25-29","iii","hombre",Oct 2020,25.8874187576385,"Seguro Cesantía"
"1442","25-29","iii","hombre",Nov 2020,26.2264486924356,"Seguro Cesantía"
"1443","25-29","iii","hombre",Dec 2020,26.5252711403558,"Seguro Cesantía"
"1444","25-29","iii","hombre",Jan 2021,26.9470919357579,"Seguro Cesantía"
"1445","25-29","iii","hombre",Feb 2021,27.4865333505945,"Seguro Cesantía"
"1446","25-29","iii","hombre",Mar 2021,28.0433355659504,"Seguro Cesantía"
"1447","25-29","iii","hombre",Apr 2021,28.5998872206287,"Seguro Cesantía"
"1448","25-29","iii","hombre",May 2021,29.1220150256005,"Seguro Cesantía"
"1449","25-29","iii","hombre",Jun 2021,29.5523637118131,"Seguro Cesantía"
"1450","25-29","iii","hombre",Jul 2021,30.0083285060431,"Seguro Cesantía"
"1451","25-29","iii","hombre",Aug 2021,30.5664360382084,"Seguro Cesantía"
"1452","25-29","iii","hombre",Sep 2021,31.1022900274317,"Seguro Cesantía"
"1453","25-29","iii","hombre",Oct 2021,31.5573787781626,"Seguro Cesantía"
"1454","25-29","iii","hombre",Nov 2021,32.0260902387477,"Seguro Cesantía"
"1455","25-29","iii","hombre",Dec 2021,32.4373591299319,"Seguro Cesantía"
"1456","25-29","iii","hombre",Jan 2022,32.6395827390988,"Seguro Cesantía"
"1457","25-29","iii","hombre",Feb 2022,32.8522962157433,"Seguro Cesantía"
"1458","25-29","iii","hombre",Mar 2022,33.1935996880517,"Seguro Cesantía"
"1459","25-29","iii","hombre",Apr 2022,33.4912130632781,"Seguro Cesantía"
"1460","25-29","iii","hombre",May 2022,33.6713113194575,"Seguro Cesantía"
"1461","25-29","iii","hombre",Jun 2022,33.8151306953086,"Seguro Cesantía"
"1462","25-29","iii","hombre",Jul 2022,33.9679067490512,"Seguro Cesantía"
"1463","25-29","iii","hombre",Aug 2022,34.0885981660258,"Seguro Cesantía"
"1464","25-29","iii","hombre",Sep 2022,34.2019892869444,"Seguro Cesantía"
"1465","25-29","iii","hombre",Oct 2022,34.409246011784,"Seguro Cesantía"
"1466","25-29","iii","hombre",Nov 2022,34.6241166870955,"Seguro Cesantía"
"1467","25-29","iii","hombre",Dec 2022,34.8552037357588,"Seguro Cesantía"
"1468","25-29","iii","hombre",Jan 2023,35.2022104376448,"Seguro Cesantía"
"1469","25-29","iii","hombre",Feb 2023,35.5304964981953,"Seguro Cesantía"
"1470","25-29","iii","hombre",Mar 2023,35.8950568047633,"Seguro Cesantía"
"1471","25-29","iii","hombre",Apr 2023,36.389998228761,"Seguro Cesantía"
"1472","25-29","iii","hombre",May 2023,36.9135322540298,"Seguro Cesantía"
"1473","25-29","iii","hombre",Jun 2023,37.4875410793446,"Seguro Cesantía"
"1474","25-29","iii","hombre",Jul 2023,38.0696855863952,"Seguro Cesantía"
"1475","25-29","iii","hombre",Aug 2023,38.498965568931,"Seguro Cesantía"
"1476","25-29","iii","hombre",Sep 2023,38.9709279712752,"Seguro Cesantía"
"1477","25-29","iv","mujer",Apr 2003,NA,"Seguro Cesantía"
"1478","25-29","iv","mujer",May 2003,NA,"Seguro Cesantía"
"1479","25-29","iv","mujer",Jun 2003,NA,"Seguro Cesantía"
"1480","25-29","iv","mujer",Jul 2003,NA,"Seguro Cesantía"
"1481","25-29","iv","mujer",Aug 2003,NA,"Seguro Cesantía"
"1482","25-29","iv","mujer",Sep 2003,NA,"Seguro Cesantía"
"1483","25-29","iv","mujer",Oct 2003,NA,"Seguro Cesantía"
"1484","25-29","iv","mujer",Nov 2003,NA,"Seguro Cesantía"
"1485","25-29","iv","mujer",Dec 2003,NA,"Seguro Cesantía"
"1486","25-29","iv","mujer",Jan 2004,NA,"Seguro Cesantía"
"1487","25-29","iv","mujer",Feb 2004,NA,"Seguro Cesantía"
"1488","25-29","iv","mujer",Mar 2004,NA,"Seguro Cesantía"
"1489","25-29","iv","mujer",Apr 2004,NA,"Seguro Cesantía"
"1490","25-29","iv","mujer",May 2004,NA,"Seguro Cesantía"
"1491","25-29","iv","mujer",Jun 2004,NA,"Seguro Cesantía"
"1492","25-29","iv","mujer",Jul 2004,NA,"Seguro Cesantía"
"1493","25-29","iv","mujer",Aug 2004,NA,"Seguro Cesantía"
"1494","25-29","iv","mujer",Sep 2004,NA,"Seguro Cesantía"
"1495","25-29","iv","mujer",Oct 2004,NA,"Seguro Cesantía"
"1496","25-29","iv","mujer",Nov 2004,NA,"Seguro Cesantía"
"1497","25-29","iv","mujer",Dec 2004,NA,"Seguro Cesantía"
"1498","25-29","iv","mujer",Jan 2005,NA,"Seguro Cesantía"
"1499","25-29","iv","mujer",Feb 2005,NA,"Seguro Cesantía"
"1500","25-29","iv","mujer",Mar 2005,NA,"Seguro Cesantía"
"1501","25-29","iv","mujer",Apr 2005,NA,"Seguro Cesantía"
"1502","25-29","iv","mujer",May 2005,NA,"Seguro Cesantía"
"1503","25-29","iv","mujer",Jun 2005,NA,"Seguro Cesantía"
"1504","25-29","iv","mujer",Jul 2005,NA,"Seguro Cesantía"
"1505","25-29","iv","mujer",Aug 2005,NA,"Seguro Cesantía"
"1506","25-29","iv","mujer",Sep 2005,NA,"Seguro Cesantía"
"1507","25-29","iv","mujer",Oct 2005,NA,"Seguro Cesantía"
