"","Fecha","quintil","ingresos","trend","base","perc_change"
"805",Sep 2009,3,552.348598877779,517.235410618033,615.113409283463,-15.9121874418973
"807",Sep 2009,4,847.641920576132,792.495387830888,917.7147187891,-13.6446902718784
"809",Sep 2009,5,2017.71354534754,1914.18436655367,1921.91829528103,-0.402406738431715
"811",Oct 2009,1,216.588367951896,210.786369978539,235.74477272491,-10.5870439704277
"813",Oct 2009,2,373.705321873055,371.615379077574,426.811935859282,-12.9322898785816
"815",Oct 2009,3,519.25038790162,518.713250227877,615.113409283463,-15.6719326226169
"817",Oct 2009,4,792.364844827058,794.023568031224,917.7147187891,-13.4781700920176
"819",Oct 2009,5,1928.86551025396,1913.22974816151,1921.91829528103,-0.452076820375332
"821",Nov 2009,1,211.098169329224,211.26616436406,235.74477272491,-10.383521160579
"823",Nov 2009,2,372.692259632013,372.583968115503,426.811935859282,-12.7053540887053
"825",Nov 2009,3,517.803706023649,520.012556951267,615.113409283463,-15.4607021887196
"827",Nov 2009,4,792.575837142953,795.351571131007,917.7147187891,-13.3334624750868
"829",Nov 2009,5,1943.19204898808,1912.42027277903,1921.91829528103,-0.494194915846326
"831",Dec 2009,1,221.895671451085,211.683353229245,235.74477272491,-10.206554833664
"833",Dec 2009,2,396.751098123492,373.626264024615,426.811935859282,-12.4611491306096
"835",Dec 2009,3,580.047797987877,521.479065860315,615.113409283463,-15.2222894201285
"837",Dec 2009,4,909.55429871411,796.752260036473,917.7147187891,-13.1808345530552
"839",Dec 2009,5,2169.1608217842,1912.41088182603,1921.91829528103,-0.494683539791887
"841",Jan 2010,1,198.549615122915,212.300445264491,235.74477272491,-9.94479206874131
"843",Jan 2010,2,365.216554899668,374.772894784837,426.811935859282,-12.1924990147422
"845",Jan 2010,3,501.218451986682,523.236080025642,615.113409283463,-14.9366487335802
"847",Jan 2010,4,759.360588453499,798.014369682049,917.7147187891,-13.043307103649
"849",Jan 2010,5,1816.53921176646,1909.04033083063,1921.91829528103,-0.67005785219983
"851",Feb 2010,1,206.821895903633,212.685116976389,235.74477272491,-9.78161911374779
"853",Feb 2010,2,364.501517877258,375.47420033388,426.811935859282,-12.0281864709445
"855",Feb 2010,3,498.716043788376,524.450046298745,615.113409283463,-14.7392922372364
"857",Feb 2010,4,749.521651465761,798.544989907291,917.7147187891,-12.9854873679099
"859",Feb 2010,5,1782.35903047385,1902.69590889657,1921.91829528103,-1.00016667886768
"861",Mar 2010,1,200.371092460129,213.130506391972,235.74477272491,-9.59269046415974
"863",Mar 2010,2,367.617319874238,376.22719602695,426.811935859282,-11.8517631730452
"865",Mar 2010,3,509.309512124967,525.87500517141,615.113409283463,-14.5076343264904
"867",Mar 2010,4,768.364027118557,799.961062244225,917.7147187891,-12.8311831698906
"869",Mar 2010,5,1829.61558849521,1900.03969127932,1921.91829528103,-1.13837326255889
"871",Apr 2010,1,203.420275268165,213.628497895359,235.74477272491,-9.38144866327887
"873",Apr 2010,2,372.45881046914,377.225115799832,426.811935859282,-11.6179553319237
"875",Apr 2010,3,517.8858684618,527.803414399557,615.113409283463,-14.1941296623028
"877",Apr 2010,4,783.655553673328,802.36877652332,917.7147187891,-12.5688233940473
"879",Apr 2010,5,1842.60350644559,1900.51493147594,1921.91829528103,-1.11364587441841
"881",May 2010,1,214.247495834019,213.861816798987,235.74477272491,-9.28247768677266
"883",May 2010,2,372.14128693867,378.09354914116,426.811935859282,-11.414485543859
"885",May 2010,3,517.679435245834,529.579685163371,615.113409283463,-13.9053583988242
"887",May 2010,4,786.707606166669,804.499552297545,917.7147187891,-12.3366405892389
"889",May 2010,5,1868.52444962071,1898.48775910719,1921.91829528103,-1.21912238576269
"891",Jun 2010,1,215.855279879704,214.146090572706,235.74477272491,-9.16189228823642
"893",Jun 2010,2,373.267592577471,378.954682630311,426.811935859282,-11.2127260763272
"895",Jun 2010,3,519.550100287255,531.432013126437,615.113409283463,-13.6042223912018
"897",Jun 2010,4,791.244063948663,806.78055362692,917.7147187891,-12.0880882578144
"899",Jun 2010,5,1859.56253305329,1896.56263650831,1921.91829528103,-1.31928910999913
"901",Jul 2010,1,221.79177743792,214.717318320294,235.74477272491,-8.91958458360065
"903",Jul 2010,2,380.973220141879,379.860878938862,426.811935859282,-11.0004086052316
"905",Jul 2010,3,528.472388650464,533.393205305433,615.113409283463,-13.2853881487033
"907",Jul 2010,4,794.998198737248,809.142040486139,917.7147187891,-11.830765714014
"909",Jul 2010,5,1860.4191609138,1894.70600854645,1921.91829528103,-1.41589196592788
"911",Aug 2010,1,221.378299530552,215.144561455876,235.74477272491,-8.73835336025547
"913",Aug 2010,2,382.305300085384,380.799161633594,426.811935859282,-10.7805734469567
"915",Aug 2010,3,535.718700863272,535.380911456217,615.113409283463,-12.9622434861443
"917",Aug 2010,4,807.606414004315,811.553414233036,917.7147187891,-11.5680071794142
"919",Aug 2010,5,1873.21958972646,1891.68599696379,1921.91829528103,-1.57302724010005
"921",Sep 2010,1,230.062029874759,215.481960342891,235.74477272491,-8.59523294951821
"923",Sep 2010,2,399.701495329529,381.689124500229,426.811935859282,-10.5720593938428
"925",Sep 2010,3,577.346738592469,537.275770760604,615.113409283463,-12.6541930883169
"927",Sep 2010,4,879.51740478094,813.949383595145,917.7147187891,-11.3069272040086
"929",Sep 2010,5,2035.11614231302,1887.94121860001,1921.91829528103,-1.76787310701206
"931",Oct 2010,1,219.512377352508,215.968461436379,235.74477272491,-8.3888652375793
"933",Oct 2010,2,384.444545425424,382.467904276814,426.811935859282,-10.3895950082072
"935",Oct 2010,3,540.534069662449,538.957563223448,615.113409283463,-12.3807813178268
"937",Oct 2010,4,818.274503320552,816.130248523581,917.7147187891,-11.06928636816
"939",Oct 2010,5,1922.86867800728,1883.32560103696,1921.91829528103,-2.0080299115121
"941",Nov 2010,1,213.773813615689,216.25182535116,235.74477272491,-8.26866578988614
"943",Nov 2010,2,382.795436271514,383.294189197656,426.811935859282,-10.1960003939472
"945",Nov 2010,3,539.150522594363,540.765697694677,615.113409283463,-12.0868299189563
"947",Nov 2010,4,817.804797230832,818.4820721931,917.7147187891,-10.8130167866257
"949",Nov 2010,5,1900.53674438475,1879.15217638887,1921.91829528103,-2.22517882249045
"951",Dec 2010,1,226.042597733868,216.481872110309,235.74477272491,-8.17108281636368
"953",Dec 2010,2,407.315125223632,384.216616779754,426.811935859282,-9.97988001290853
"955",Dec 2010,3,603.156852530761,542.796733192141,615.113409283463,-11.7566411331469
"957",Dec 2010,4,939.069370531257,821.04850691033,917.7147187891,-10.5333618279892
"959",Dec 2010,5,2165.61318401433,1876.62391750044,1921.91829528103,-2.3567275410098
"961",Jan 2011,1,208.112154782257,217.036427841934,235.74477272491,-7.93584717350497
"963",Jan 2011,2,376.401239204748,385.393726196286,426.811935859282,-9.70408889329933
"965",Jan 2011,3,525.178009739694,545.013066815803,615.113409283463,-11.3963281257873
"967",Jan 2011,4,786.521201257597,824.22373531241,917.7147187891,-10.1873688590338
"969",Jan 2011,5,1775.52777845173,1876.53444531698,1921.91829528103,-2.36138289933972
"971",Feb 2011,1,207.513191498251,217.99681079388,235.74477272491,-7.52846467214753
"973",Feb 2011,2,375.835618245752,386.983589205677,426.811935859282,-9.33159157637434
"975",Feb 2011,3,522.461433654173,547.579456501074,615.113409283463,-10.9791059279716
"977",Feb 2011,4,780.234008587199,827.989051961436,917.7147187891,-9.77707614257893
"979",Feb 2011,5,1750.89018580486,1878.79804675534,1921.91829528103,-2.243604664754
"981",Mar 2011,1,207.777370153883,218.682624090991,235.74477272491,-7.23755120281232
"983",Mar 2011,2,377.642328304967,388.620559168011,426.811935859282,-8.94805732514996
"985",Mar 2011,3,531.040745564474,550.32438489528,615.113409283463,-10.5328583982024
"987",Mar 2011,4,795.154934687716,831.478431025791,917.7147187891,-9.39685133056334
"989",Mar 2011,5,1771.20975243346,1880.83076386354,1921.91829528103,-2.13783965314082
"991",Apr 2011,1,207.690023818123,219.376019112496,235.74477272491,-6.94342166030312
"993",Apr 2011,2,381.124516676452,390.12612971319,426.811935859282,-8.59530933038081
"995",Apr 2011,3,536.517654130543,552.918309695016,615.113409283463,-10.1111597714797
"997",Apr 2011,4,809.20540438663,834.606867108801,917.7147187891,-9.05595714863957
"999",Apr 2011,5,1790.23452099417,1880.01781445576,1921.91829528103,-2.18013850683189
"1001",May 2011,1,216.7784812388,220.278435870557,235.74477272491,-6.56062769731074
"1003",May 2011,2,383.306418831569,391.618429236216,426.811935859282,-8.24567067277823
"1005",May 2011,3,542.442876886578,555.533550010996,615.113409283463,-9.6859958461759
"1007",May 2011,4,817.601523521828,837.961998466764,917.7147187891,-8.69036081578465
"1009",May 2011,5,1820.73124351781,1879.6549947699,1921.91829528103,-2.19901650423416
"1011",Jun 2011,1,218.845416694492,220.860852392603,235.74477272491,-6.31357385373507
"1013",Jun 2011,2,384.240722654916,392.996984286577,426.811935859282,-7.92268180237909
"1015",Jun 2011,3,543.531510585642,558.250600827548,615.113409283463,-9.24428042011852
"1017",Jun 2011,4,821.944579807043,841.270134316487,917.7147187891,-8.32988541073846
"1019",Jun 2011,5,1846.67752583383,1878.95366882453,1921.91829528103,-2.23550743868714
"1021",Jul 2011,1,232.110978182139,221.136373614749,235.74477272491,-6.19670117869692
"1023",Jul 2011,2,398.2507160612,394.177219687479,426.811935859282,-7.64615827954781
"1025",Jul 2011,3,557.682985319961,560.74081407235,615.113409283463,-8.83944235168765
"1027",Jul 2011,4,840.503164528768,844.454620737873,917.7147187891,-7.98288362944553
"1029",Jul 2011,5,1871.15683573038,1878.1935188246,1921.91829528103,-2.27505906800481
"1031",Aug 2011,1,234.108289633041,221.607090774483,235.74477272491,-5.99702881510927
"1033",Aug 2011,2,403.184516391459,395.498493600349,426.811935859282,-7.33659010634068
"1035",Aug 2011,3,568.10145664029,563.43125386075,615.113409283463,-8.40205312430381
"1037",Aug 2011,4,852.469047789417,848.031718030601,917.7147187891,-7.59310048447776
"1039",Aug 2011,5,1916.80834943056,1879.42032253585,1921.91829528103,-2.21122681695314
"1041",Sep 2011,1,233.791558902921,222.295547269337,235.74477272491,-5.70499413417196
"1043",Sep 2011,2,418.109558119476,397.035982616964,426.811935859282,-6.97636376601589
"1045",Sep 2011,3,610.842264276399,566.380979073408,615.113409283463,-7.92251143847157
"1047",Sep 2011,4,918.399868540364,851.962632150476,917.7147187891,-7.16476322025022
"1049",Sep 2011,5,2040.3125932057,1881.66672724092,1921.91829528103,-2.0943433515848
"1051",Oct 2011,1,232.424328840468,223.120273147416,235.74477272491,-5.35515567601795
"1053",Oct 2011,2,402.170175719775,398.777089179198,426.811935859282,-6.56843080633225
"1055",Oct 2011,3,569.29273917218,569.54974741609,615.113409283463,-7.40735955024119
"1057",Oct 2011,4,854.474505553378,856.459863248519,917.7147187891,-6.67471647631472
"1059",Oct 2011,5,1898.16144132782,1885.0950197738,1921.91829528103,-1.91596466913526
"1061",Nov 2011,1,222.519864321193,224.088517626721,235.74477272491,-4.94443841254971
"1063",Nov 2011,2,400.884994529783,400.72947685509,426.811935859282,-6.11099568986538
"1065",Nov 2011,3,573.157620668141,572.98597674012,615.113409283463,-6.84872608978171
"1067",Nov 2011,4,862.127947589114,860.971462096057,917.7147187891,-6.183104131523
"1069",Nov 2011,5,1916.53630860365,1887.85624967433,1921.91829528103,-1.77229415476904
"1071",Dec 2011,1,231.274543557458,224.910094720279,235.74477272491,-4.59593562961982
"1073",Dec 2011,2,422.310888174018,402.665942931789,426.811935859282,-5.65729092811828
"1075",Dec 2011,3,634.358974054241,576.410380739243,615.113409283463,-6.29201509186813
"1077",Dec 2011,4,974.141480566334,865.31759397989,917.7147187891,-5.70952211362005
"1079",Dec 2011,5,2132.78179710653,1889.75500686601,1921.91829528103,-1.67349925821455
"1081",Jan 2012,1,209.492718290176,225.799505199898,235.74477272491,-4.21865876814862
"1083",Jan 2012,2,389.73112587602,404.782632646347,426.811935859282,-5.16136062797401
"1085",Jan 2012,3,553.741006091471,580.045212589332,615.113409283463,-5.7010944916615
"1087",Jan 2012,4,827.876765335779,870.143603418237,917.7147187891,-5.18364960231129
"1089",Jan 2012,5,1790.11556536102,1892.47932828772,1921.91829528103,-1.53174914176079
"1091",Feb 2012,1,217.429839823953,226.653658997009,235.74477272491,-3.85633735281557
"1093",Feb 2012,2,394.216305483348,406.994239313672,426.811935859282,-4.64319173870145
"1095",Feb 2012,3,558.468992223979,583.900940118833,615.113409283463,-5.07426251705171
"1097",Feb 2012,4,824.728779534493,875.162947432879,917.7147187891,-4.63671013279234
"1099",Feb 2012,5,1765.74568796561,1894.70238329646,1921.91829528103,-1.41608059257234
"1101",Mar 2012,1,214.383677704667,227.479431274848,235.74477272491,-3.50605502490052
"1103",Mar 2012,2,396.161377466139,409.145945599373,426.811935859282,-4.13905722302331
"1105",Mar 2012,3,565.826592098463,587.729681813662,615.113409283463,-4.45181767402859
"1107",Mar 2012,4,845.002102617416,880.153990768465,917.7147187891,-4.09285448425584
"1109",Mar 2012,5,1810.26796319444,1895.79475618156,1921.91829528103,-1.35924295864234
"1111",Apr 2012,1,220.877137341246,228.366149162354,235.74477272491,-3.12992032750858
"1113",Apr 2012,2,404.392025008893,411.257065443729,426.811935859282,-3.64443191689024
"1115",Apr 2012,3,577.782247820923,591.394640510249,615.113409283463,-3.85599930276972
